Entry_ID,Date Announced,Detected District,Detected State,State code,Num Cases,Current Status
587197,05-05-2021,Khammam,Telangana,TG,188,Hospitalized
587198,05-05-2021,Komaram Bheem,Telangana,TG,57,Hospitalized
587199,05-05-2021,Mahabubnagar,Telangana,TG,224,Hospitalized
587200,05-05-2021,Mahabubabad,Telangana,TG,107,Hospitalized
587201,05-05-2021,Mancherial,Telangana,TG,148,Hospitalized
587202,05-05-2021,Medak,Telangana,TG,78,Hospitalized
587203,05-05-2021,Medchal Malkajgiri,Telangana,TG,422,Hospitalized
587204,05-05-2021,Mulugu,Telangana,TG,35,Hospitalized
587205,05-05-2021,Nagarkurnool,Telangana,TG,190,Hospitalized
587206,05-05-2021,Nalgonda,Telangana,TG,453,Hospitalized
587207,05-05-2021,Narayanpet,Telangana,TG,34,Hospitalized
587208,05-05-2021,Nirmal,Telangana,TG,35,Hospitalized
587209,05-05-2021,Nizamabad,Telangana,TG,164,Hospitalized
587210,05-05-2021,Peddapalli,Telangana,TG,100,Hospitalized
587211,05-05-2021,Rajanna Sircilla,Telangana,TG,89,Hospitalized
587212,05-05-2021,Ranga Reddy,Telangana,TG,423,Hospitalized
587213,05-05-2021,Sangareddy,Telangana,TG,227,Hospitalized
587214,05-05-2021,Siddipet,Telangana,TG,244,Hospitalized
587215,05-05-2021,Suryapet,Telangana,TG,239,Hospitalized
587216,05-05-2021,Vikarabad,Telangana,TG,148,Hospitalized
587217,05-05-2021,Wanaparthy,Telangana,TG,110,Hospitalized
587218,05-05-2021,Warangal Rural,Telangana,TG,99,Hospitalized
587219,05-05-2021,Warangal Urban,Telangana,TG,234,Hospitalized
587220,05-05-2021,Yadadri Bhuvanagiri,Telangana,TG,162,Hospitalized
587221,05-05-2021,Aizawl,Mizoram,MZ,146,Hospitalized
587222,05-05-2021,Kolasib,Mizoram,MZ,8,Hospitalized
587223,05-05-2021,Lawngtlai,Mizoram,MZ,7,Hospitalized
587224,05-05-2021,Lunglei,Mizoram,MZ,4,Hospitalized
587225,05-05-2021,Mamit,Mizoram,MZ,27,Hospitalized
587226,05-05-2021,Saitual,Mizoram,MZ,4,Hospitalized
587227,05-05-2021,Serchhip,Mizoram,MZ,42,Hospitalized
587228,05-05-2021,,Delhi,DL,20960,Hospitalized
587229,05-05-2021,,Delhi,DL,19209,Recovered
587230,05-05-2021,,Delhi,DL,311,Deceased
587231,05-05-2021,East Khasi Hills,Meghalaya,ML,198,Hospitalized
587232,05-05-2021,West Garo Hills,Meghalaya,ML,18,Hospitalized
587233,05-05-2021,Ribhoi,Meghalaya,ML,5,Hospitalized
587234,05-05-2021,West Jaintia Hills,Meghalaya,ML,6,Hospitalized
587235,05-05-2021,East Jaintia Hills,Meghalaya,ML,12,Hospitalized
587236,05-05-2021,East Garo Hills,Meghalaya,ML,3,Hospitalized
587237,05-05-2021,West Khasi Hills,Meghalaya,ML,12,Hospitalized
587238,05-05-2021,South West Garo Hills,Meghalaya,ML,5,Hospitalized
587239,05-05-2021,South Garo Hills,Meghalaya,ML,8,Hospitalized
587240,05-05-2021,North Garo Hills,Meghalaya,ML,1,Hospitalized
587241,05-05-2021,South West Khasi Hills,Meghalaya,ML,1,Hospitalized
587242,05-05-2021,East Khasi Hills,Meghalaya,ML,115,Recovered
587243,05-05-2021,West Garo Hills,Meghalaya,ML,12,Recovered
587244,05-05-2021,Ribhoi,Meghalaya,ML,8,Recovered
587245,05-05-2021,West Jaintia Hills,Meghalaya,ML,2,Recovered
587246,05-05-2021,East Jaintia Hills,Meghalaya,ML,2,Recovered
587247,05-05-2021,East Garo Hills,Meghalaya,ML,3,Recovered
587248,05-05-2021,West Khasi Hills,Meghalaya,ML,1,Recovered
587249,05-05-2021,South West Garo Hills,Meghalaya,ML,1,Recovered
587250,05-05-2021,South West Khasi Hills,Meghalaya,ML,3,Recovered
587251,05-05-2021,East Khasi Hills,Meghalaya,ML,4,Deceased
587252,05-05-2021,West Garo Hills,Meghalaya,ML,1,Deceased
587253,05-05-2021,East Jaintia Hills,Meghalaya,ML,1,Deceased
587254,05-05-2021,Aizawl,Mizoram,MZ,60,Recovered
587255,05-05-2021,Hnahthial,Mizoram,MZ,1,Recovered
587256,05-05-2021,Kolasib,Mizoram,MZ,4,Recovered
587257,05-05-2021,Lawngtlai,Mizoram,MZ,8,Recovered
587258,05-05-2021,Lunglei,Mizoram,MZ,1,Recovered
587259,05-05-2021,Serchhip,Mizoram,MZ,1,Recovered
587260,05-05-2021,East Sikkim,Sikkim,SK,171,Hospitalized
587261,05-05-2021,West Sikkim,Sikkim,SK,24,Hospitalized
587262,05-05-2021,South Sikkim,Sikkim,SK,24,Hospitalized
587263,05-05-2021,North Sikkim,Sikkim,SK,2,Hospitalized
587264,05-05-2021,,Sikkim,SK,89,Recovered
587265,05-05-2021,,Sikkim,SK,4,Deceased
587266,05-05-2021,,Sikkim,SK,8,Migrated_Other
587267,05-05-2021,Thiruvananthapuram,Kerala,KL,3727,Hospitalized
587268,05-05-2021,Kollam,Kerala,KL,2946,Hospitalized
587269,05-05-2021,Pathanamthitta,Kerala,KL,1282,Hospitalized
587270,05-05-2021,Alappuzha,Kerala,KL,2951,Hospitalized
587271,05-05-2021,Kottayam,Kerala,KL,3432,Hospitalized
587272,05-05-2021,Idukki,Kerala,KL,1396,Hospitalized
587273,05-05-2021,Ernakulam,Kerala,KL,6558,Hospitalized
587274,05-05-2021,Thrissur,Kerala,KL,3731,Hospitalized
587275,05-05-2021,Palakkad,Kerala,KL,2551,Hospitalized
587276,05-05-2021,Malappuram,Kerala,KL,4166,Hospitalized
587277,05-05-2021,Kozhikode,Kerala,KL,5180,Hospitalized
587278,05-05-2021,Wayanad,Kerala,KL,890,Hospitalized
587279,05-05-2021,Kannur,Kerala,KL,2087,Hospitalized
587280,05-05-2021,Kasaragod,Kerala,KL,1056,Hospitalized
587281,05-05-2021,Thiruvananthapuram,Kerala,KL,2221,Recovered
587282,05-05-2021,Kollam,Kerala,KL,2745,Recovered
587283,05-05-2021,Pathanamthitta,Kerala,KL,565,Recovered
587284,05-05-2021,Alappuzha,Kerala,KL,1456,Recovered
587285,05-05-2021,Kottayam,Kerala,KL,2053,Recovered
587286,05-05-2021,Idukki,Kerala,KL,326,Recovered
587287,05-05-2021,Ernakulam,Kerala,KL,2732,Recovered
587288,05-05-2021,Thrissur,Kerala,KL,1532,Recovered
587289,05-05-2021,Palakkad,Kerala,KL,998,Recovered
587290,05-05-2021,Malappuram,Kerala,KL,2711,Recovered
587291,05-05-2021,Kozhikode,Kerala,KL,3762,Recovered
587292,05-05-2021,Wayanad,Kerala,KL,300,Recovered
587293,05-05-2021,Kannur,Kerala,KL,1590,Recovered
587294,05-05-2021,Kasaragod,Kerala,KL,115,Recovered
587295,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587296,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587297,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587298,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587299,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587300,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587301,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587302,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587303,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587304,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587305,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587306,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587307,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587308,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587309,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587310,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587311,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587312,05-05-2021,Thiruvananthapuram,Kerala,KL,1,Deceased
587313,05-05-2021,Kollam,Kerala,KL,1,Deceased
587314,05-05-2021,Kollam,Kerala,KL,1,Deceased
587315,05-05-2021,Kollam,Kerala,KL,1,Deceased
587316,05-05-2021,Kollam,Kerala,KL,1,Deceased
587317,05-05-2021,Kollam,Kerala,KL,1,Deceased
587318,05-05-2021,Kollam,Kerala,KL,1,Deceased
587319,05-05-2021,Kollam,Kerala,KL,1,Deceased
587320,05-05-2021,Kollam,Kerala,KL,1,Deceased
587321,05-05-2021,Kollam,Kerala,KL,1,Deceased
587322,05-05-2021,Kollam,Kerala,KL,1,Deceased
587323,05-05-2021,Kollam,Kerala,KL,1,Deceased
587324,05-05-2021,Ernakulam,Kerala,KL,1,Deceased
587325,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587326,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587327,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587328,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587329,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587330,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587331,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587332,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587333,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587334,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587335,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587336,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587337,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587338,05-05-2021,Thrissur,Kerala,KL,1,Deceased
587339,05-05-2021,Malappuram,Kerala,KL,1,Deceased
587340,05-05-2021,Malappuram,Kerala,KL,1,Deceased
587341,05-05-2021,Malappuram,Kerala,KL,1,Deceased
587342,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587343,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587344,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587345,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587346,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587347,05-05-2021,Kozhikode,Kerala,KL,1,Deceased
587348,05-05-2021,Wayanad,Kerala,KL,1,Deceased
587349,05-05-2021,Kannur,Kerala,KL,1,Deceased
587350,05-05-2021,Kannur,Kerala,KL,1,Deceased
587351,05-05-2021,Kannur,Kerala,KL,1,Deceased
587352,05-05-2021,Kannur,Kerala,KL,1,Deceased
587353,05-05-2021,Angul,Odisha,OR,243,Recovered
587354,05-05-2021,Balasore,Odisha,OR,137,Recovered
587355,05-05-2021,Bargarh,Odisha,OR,239,Recovered
587356,05-05-2021,Bhadrak,Odisha,OR,87,Recovered
587357,05-05-2021,Balangir,Odisha,OR,459,Recovered
587358,05-05-2021,Boudh,Odisha,OR,28,Recovered
587359,05-05-2021,Cuttack,Odisha,OR,485,Recovered
587360,05-05-2021,Deogarh,Odisha,OR,74,Recovered
587361,05-05-2021,Dhenkanal,Odisha,OR,20,Recovered
587362,05-05-2021,Gajapati,Odisha,OR,64,Recovered
587363,05-05-2021,Ganjam,Odisha,OR,168,Recovered
587364,05-05-2021,Jagatsinghpur,Odisha,OR,85,Recovered
587365,05-05-2021,Jajpur,Odisha,OR,112,Recovered
587366,05-05-2021,Jharsuguda,Odisha,OR,263,Recovered
587367,05-05-2021,Kalahandi,Odisha,OR,519,Recovered
587368,05-05-2021,Kandhamal,Odisha,OR,40,Recovered
587369,05-05-2021,Kendrapara,Odisha,OR,113,Recovered
587370,05-05-2021,Kendujhar,Odisha,OR,74,Recovered
587371,05-05-2021,Khordha,Odisha,OR,954,Recovered
587372,05-05-2021,Koraput,Odisha,OR,52,Recovered
587373,05-05-2021,Malkangiri,Odisha,OR,28,Recovered
587374,05-05-2021,Mayurbhanj,Odisha,OR,149,Recovered
587375,05-05-2021,Nabarangapur,Odisha,OR,200,Recovered
587376,05-05-2021,Nayagarh,Odisha,OR,103,Recovered
587377,05-05-2021,Nuapada,Odisha,OR,195,Recovered
587378,05-05-2021,Puri,Odisha,OR,228,Recovered
587379,05-05-2021,Rayagada,Odisha,OR,78,Recovered
587380,05-05-2021,Sambalpur,Odisha,OR,225,Recovered
587381,05-05-2021,Subarnapur,Odisha,OR,120,Recovered
587382,05-05-2021,Sundargarh,Odisha,OR,433,Recovered
587383,05-05-2021,State Pool,Odisha,OR,201,Recovered
587384,05-05-2021,,Goa,GA,3496,Hospitalized
587385,05-05-2021,,Goa,GA,2192,Recovered
587386,05-05-2021,,Goa,GA,71,Deceased
587387,05-05-2021,Almora,Uttarakhand,UT,271,Hospitalized
587388,05-05-2021,Bageshwar,Uttarakhand,UT,240,Hospitalized
587389,05-05-2021,Chamoli,Uttarakhand,UT,283,Hospitalized
587390,05-05-2021,Champawat,Uttarakhand,UT,245,Hospitalized
587391,05-05-2021,Dehradun,Uttarakhand,UT,2771,Hospitalized
587392,05-05-2021,Haridwar,Uttarakhand,UT,599,Hospitalized
587393,05-05-2021,Nainital,Uttarakhand,UT,956,Hospitalized
587394,05-05-2021,Pauri Garhwal,Uttarakhand,UT,263,Hospitalized
587395,05-05-2021,Pithoragarh,Uttarakhand,UT,225,Hospitalized
587396,05-05-2021,Rudraprayag,Uttarakhand,UT,143,Hospitalized
587397,05-05-2021,Tehri Garhwal,Uttarakhand,UT,504,Hospitalized
587398,05-05-2021,Udham Singh Nagar,Uttarakhand,UT,1043,Hospitalized
587399,05-05-2021,Uttarkashi,Uttarakhand,UT,240,Hospitalized
587400,05-05-2021,Almora,Uttarakhand,UT,409,Recovered
587401,05-05-2021,Bageshwar,Uttarakhand,UT,93,Recovered
587402,05-05-2021,Chamoli,Uttarakhand,UT,80,Recovered
587403,05-05-2021,Champawat,Uttarakhand,UT,263,Recovered
587404,05-05-2021,Dehradun,Uttarakhand,UT,1754,Recovered
587405,05-05-2021,Haridwar,Uttarakhand,UT,848,Recovered
587406,05-05-2021,Nainital,Uttarakhand,UT,575,Recovered
587407,05-05-2021,Pauri Garhwal,Uttarakhand,UT,116,Recovered
587408,05-05-2021,Pithoragarh,Uttarakhand,UT,76,Recovered
587409,05-05-2021,Rudraprayag,Uttarakhand,UT,42,Recovered
587410,05-05-2021,Tehri Garhwal,Uttarakhand,UT,224,Recovered
587411,05-05-2021,Udham Singh Nagar,Uttarakhand,UT,167,Recovered
587412,05-05-2021,Uttarkashi,Uttarakhand,UT,110,Recovered
587413,05-05-2021,Almora,Uttarakhand,UT,1,Deceased
587414,05-05-2021,Chamoli,Uttarakhand,UT,1,Deceased
587415,05-05-2021,Dehradun,Uttarakhand,UT,69,Deceased
587416,05-05-2021,Haridwar,Uttarakhand,UT,7,Deceased
587417,05-05-2021,Nainital,Uttarakhand,UT,23,Deceased
587418,05-05-2021,Pauri Garhwal,Uttarakhand,UT,5,Deceased
587419,05-05-2021,Pithoragarh,Uttarakhand,UT,4,Deceased
587420,05-05-2021,Rudraprayag,Uttarakhand,UT,6,Deceased
587421,05-05-2021,Tehri Garhwal,Uttarakhand,UT,4,Deceased
587422,05-05-2021,Udham Singh Nagar,Uttarakhand,UT,7,Deceased
587423,05-05-2021,Baramulla,Jammu and Kashmir,JK,511,Hospitalized
587424,05-05-2021,Budgam,Jammu and Kashmir,JK,277,Hospitalized
587425,05-05-2021,Pulwama,Jammu and Kashmir,JK,362,Hospitalized
587426,05-05-2021,Kupwara,Jammu and Kashmir,JK,148,Hospitalized
587427,05-05-2021,Anantnag,Jammu and Kashmir,JK,255,Hospitalized
587428,05-05-2021,Bandipora,Jammu and Kashmir,JK,96,Hospitalized
587429,05-05-2021,Ganderbal,Jammu and Kashmir,JK,108,Hospitalized
587430,05-05-2021,Kulgam,Jammu and Kashmir,JK,238,Hospitalized
587431,05-05-2021,Shopiyan,Jammu and Kashmir,JK,78,Hospitalized
587432,05-05-2021,Jammu,Jammu and Kashmir,JK,598,Hospitalized
587433,05-05-2021,Udhampur,Jammu and Kashmir,JK,165,Hospitalized
587434,05-05-2021,Rajouri,Jammu and Kashmir,JK,175,Hospitalized
587435,05-05-2021,Doda,Jammu and Kashmir,JK,28,Hospitalized
587436,05-05-2021,Kathua,Jammu and Kashmir,JK,158,Hospitalized
587437,05-05-2021,Samba,Jammu and Kashmir,JK,124,Hospitalized
587438,05-05-2021,Kishtwar,Jammu and Kashmir,JK,39,Hospitalized
587439,05-05-2021,Punch,Jammu and Kashmir,JK,92,Hospitalized
587440,05-05-2021,Ramban,Jammu and Kashmir,JK,102,Hospitalized
587441,05-05-2021,Reasi,Jammu and Kashmir,JK,37,Hospitalized
587442,05-05-2021,Baramulla,Jammu and Kashmir,JK,176,Recovered
587443,05-05-2021,Budgam,Jammu and Kashmir,JK,125,Recovered
587444,05-05-2021,Pulwama,Jammu and Kashmir,JK,45,Recovered
587445,05-05-2021,Kupwara,Jammu and Kashmir,JK,90,Recovered
587446,05-05-2021,Anantnag,Jammu and Kashmir,JK,102,Recovered
587447,05-05-2021,Bandipora,Jammu and Kashmir,JK,46,Recovered
587448,05-05-2021,Ganderbal,Jammu and Kashmir,JK,36,Recovered
587449,05-05-2021,Kulgam,Jammu and Kashmir,JK,42,Recovered
587450,05-05-2021,Jammu,Jammu and Kashmir,JK,305,Recovered
587451,05-05-2021,Udhampur,Jammu and Kashmir,JK,14,Recovered
587452,05-05-2021,Rajouri,Jammu and Kashmir,JK,18,Recovered
587453,05-05-2021,Doda,Jammu and Kashmir,JK,5,Recovered
587454,05-05-2021,Kathua,Jammu and Kashmir,JK,117,Recovered
587455,05-05-2021,Kishtwar,Jammu and Kashmir,JK,31,Recovered
587456,05-05-2021,Ramban,Jammu and Kashmir,JK,5,Recovered
587457,05-05-2021,Reasi,Jammu and Kashmir,JK,49,Recovered
587458,05-05-2021,Baramulla,Jammu and Kashmir,JK,4,Deceased
587459,05-05-2021,Pulwama,Jammu and Kashmir,JK,3,Deceased
587460,05-05-2021,Anantnag,Jammu and Kashmir,JK,1,Deceased
587461,05-05-2021,Kulgam,Jammu and Kashmir,JK,1,Deceased
587462,05-05-2021,Jammu,Jammu and Kashmir,JK,17,Deceased
587463,05-05-2021,Rajouri,Jammu and Kashmir,JK,2,Deceased
587464,05-05-2021,Kathua,Jammu and Kashmir,JK,1,Deceased
587465,05-05-2021,Samba,Jammu and Kashmir,JK,5,Deceased
587466,05-05-2021,Kishtwar,Jammu and Kashmir,JK,1,Deceased
587467,05-05-2021,Punch,Jammu and Kashmir,JK,2,Deceased
587468,05-05-2021,Srinagar,Jammu and Kashmir,JK,1125,Hospitalized
587469,05-05-2021,Srinagar,Jammu and Kashmir,JK,1132,Recovered
587470,05-05-2021,Srinagar,Jammu and Kashmir,JK,15,Deceased
587471,05-05-2021,Ahmedabad,Gujarat,GJ,5089,Recovered
587472,05-05-2021,Amreli,Gujarat,GJ,79,Recovered
587473,05-05-2021,Anand,Gujarat,GJ,187,Recovered
587474,05-05-2021,Aravalli,Gujarat,GJ,63,Recovered
587475,05-05-2021,Banaskantha,Gujarat,GJ,200,Recovered
587476,05-05-2021,Bharuch,Gujarat,GJ,196,Recovered
587477,05-05-2021,Bhavnagar,Gujarat,GJ,275,Recovered
587478,05-05-2021,Botad,Gujarat,GJ,21,Recovered
587479,05-05-2021,Chhota Udaipur,Gujarat,GJ,54,Recovered
587480,05-05-2021,Dahod,Gujarat,GJ,166,Recovered
587481,05-05-2021,Devbhumi Dwarka,Gujarat,GJ,11,Recovered
587482,05-05-2021,Gandhinagar,Gujarat,GJ,315,Recovered
587483,05-05-2021,Gir Somnath,Gujarat,GJ,117,Recovered
587484,05-05-2021,Jamnagar,Gujarat,GJ,525,Recovered
587485,05-05-2021,Junagadh,Gujarat,GJ,271,Recovered
587486,05-05-2021,Kheda,Gujarat,GJ,168,Recovered
587487,05-05-2021,Kutch,Gujarat,GJ,175,Recovered
587488,05-05-2021,Mahisagar,Gujarat,GJ,79,Recovered
587489,05-05-2021,Mehsana,Gujarat,GJ,506,Recovered
587490,05-05-2021,Morbi,Gujarat,GJ,52,Recovered
587491,05-05-2021,Narmada,Gujarat,GJ,40,Recovered
587492,05-05-2021,Navsari,Gujarat,GJ,128,Recovered
587493,05-05-2021,Panchmahal,Gujarat,GJ,121,Recovered
587494,05-05-2021,Patan,Gujarat,GJ,163,Recovered
587495,05-05-2021,Porbandar,Gujarat,GJ,38,Recovered
587496,05-05-2021,Rajkot,Gujarat,GJ,652,Recovered
587497,05-05-2021,Sabarkantha,Gujarat,GJ,111,Recovered
587498,05-05-2021,Surat,Gujarat,GJ,2437,Recovered
587499,05-05-2021,Surendranagar,Gujarat,GJ,92,Recovered
587500,05-05-2021,Tapi,Gujarat,GJ,47,Recovered
587501,05-05-2021,Vadodara,Gujarat,GJ,517,Recovered
587502,05-05-2021,Valsad,Gujarat,GJ,100,Recovered
587503,05-05-2021,Ahmedabad,Gujarat,GJ,23,Deceased
587504,05-05-2021,Amreli,Gujarat,GJ,1,Deceased
587505,05-05-2021,Anand,Gujarat,GJ,1,Deceased
587506,05-05-2021,Aravalli,Gujarat,GJ,1,Deceased
587507,05-05-2021,Banaskantha,Gujarat,GJ,4,Deceased
587508,05-05-2021,Bharuch,Gujarat,GJ,2,Deceased
587509,05-05-2021,Bhavnagar,Gujarat,GJ,8,Deceased
587510,05-05-2021,Botad,Gujarat,GJ,1,Deceased
587511,05-05-2021,Chhota Udaipur,Gujarat,GJ,1,Deceased
587512,05-05-2021,Dahod,Gujarat,GJ,1,Deceased
587513,05-05-2021,Gir Somnath,Gujarat,GJ,1,Deceased
587514,05-05-2021,Jamnagar,Gujarat,GJ,14,Deceased
587515,05-05-2021,Junagadh,Gujarat,GJ,9,Deceased
587516,05-05-2021,Kheda,Gujarat,GJ,2,Deceased
587517,05-05-2021,Kutch,Gujarat,GJ,3,Deceased
587518,05-05-2021,Mahisagar,Gujarat,GJ,2,Deceased
587519,05-05-2021,Mehsana,Gujarat,GJ,2,Deceased
587520,05-05-2021,Morbi,Gujarat,GJ,1,Deceased
587521,05-05-2021,Narmada,Gujarat,GJ,2,Deceased
587522,05-05-2021,Navsari,Gujarat,GJ,1,Deceased
587523,05-05-2021,Panchmahal,Gujarat,GJ,2,Deceased
587524,05-05-2021,Patan,Gujarat,GJ,1,Deceased
587525,05-05-2021,Rajkot,Gujarat,GJ,16,Deceased
587526,05-05-2021,Sabarkantha,Gujarat,GJ,5,Deceased
587527,05-05-2021,Surat,Gujarat,GJ,13,Deceased
587528,05-05-2021,Surendranagar,Gujarat,GJ,2,Deceased
587529,05-05-2021,Vadodara,Gujarat,GJ,13,Deceased
587530,05-05-2021,Valsad,Gujarat,GJ,1,Deceased
587531,05-05-2021,Ahmedabad,Gujarat,GJ,4248,Hospitalized
587532,05-05-2021,Amreli,Gujarat,GJ,156,Hospitalized
