DATE,STATE,CONFIRMED,RECOVERED,DECEASED,TOTAL TESTED
04-05-2021,Puducherry,1138,886,17,6820
04-05-2021,Andaman and Nicobar Islands,31,29,\N,643
13-05-2021,Tamil Nadu,30621,19287,297,158129
16-05-2021,Haryana,9115,14856,139,60539
16-05-2021,Arunachal Pradesh,180,168,3,2059
21-05-2021,Maharashtra,29644,44493,1263,287501
07-04-2021,Rajasthan,2801,783,12,49948
11-04-2021,Puducherry,306,206,2,3348
11-04-2021,Andaman and Nicobar Islands,15,2,\N,2049
20-04-2021,Tamil Nadu,10986,6250,48,101329
23-04-2021,Haryana,11854,6334,60,49152
23-04-2021,Arunachal Pradesh,134,61,\N,3029
07-05-2021,Jharkhand,5973,5293,136,47909
12-05-2021,Ladakh,243,147,1,3692
13-05-2021,Himachal Pradesh,4937,3817,63,17404
20-05-2021,West Bengal,19091,18910,162,70638
06-04-2021,Haryana,2099,1115,9,32449
06-04-2021,Arunachal Pradesh,2,1,\N,259
08-04-2021,Chhattisgarh,10652,1316,94,48743
14-04-2021,Jharkhand,3198,1798,31,37586
19-04-2021,Nagaland,13,\N,\N,152
05-05-2021,Manipur,397,121,10,1943
10-05-2021,Sikkim,46,139,2,135
19-05-2021,Lakshadweep,254,59,3,2924
03-04-2021,Himachal Pradesh,418,308,4,5725
12-04-2021,Manipur,18,22,\N,912
26-04-2021,Tripura,98,62,\N,3342
28-04-2021,Meghalaya,159,138,2,2498
05-05-2021,Uttarakhand,7783,4757,127,5862
07-05-2021,Assam,5626,3262,47,68318
17-05-2021,Odisha,10757,11821,22,58436
02-04-2021,Maharashtra,47913,24126,481,183378
03-04-2021,Mizoram,3,\N,\N,386
09-04-2021,Lakshadweep,6,9,\N,572
12-04-2021,Uttarakhand,1334,605,7,36432
14-04-2021,Assam,385,106,3,30065
24-04-2021,Odisha,6647,3464,8,41017
02-05-2021,Madhya Pradesh,12662,13890,94,60487
18-05-2021,Rajasthan,8398,25160,146,74896
22-05-2021,Puducherry,1445,2011,30,9092
22-05-2021,Andaman and Nicobar Islands,31,24,3,625
01-04-2021,West Bengal,1274,534,2,25766
07-04-2021,Odisha,791,246,1,31531
16-04-2021,Punjab,3891,3129,50,44117
17-04-2021,Tripura,58,11,\N,2141
17-04-2021,Andhra Pradesh,7224,2332,15,35907
25-04-2021,Rajasthan,15809,6649,74,79960
27-04-2021,Delhi,24149,17862,381,73811
01-05-2021,Telangana,7754,6542,51,77930
02-05-2021,Gujarat,12978,11146,153,137714
05-05-2021,Puducherry,1819,933,18,6893
17-05-2021,Haryana,7488,14279,114,49934
17-05-2021,Arunachal Pradesh,304,214,4,4208
19-05-2021,Chhattisgarh,5680,10048,146,69402
25-05-2021,Jharkhand,1247,3155,20,58572
08-04-2021,Rajasthan,3526,520,20,52302
12-04-2021,Puducherry,512,232,2,3451
12-04-2021,Andaman and Nicobar Islands,11,10,\N,1649
21-04-2021,Tamil Nadu,11681,7071,53,112661
24-04-2021,Haryana,10491,5104,60,49069
24-04-2021,Arunachal Pradesh,116,19,\N,3062
08-05-2021,Jharkhand,6112,5953,141,45658
10-05-2021,Jammu and Kashmir,3614,2855,56,36822
13-05-2021,Ladakh,109,106,3,1955
14-05-2021,Himachal Pradesh,3044,3375,67,11388
23-05-2021,Manipur,767,609,14,3609
09-04-2021,Chhattisgarh,11447,2613,91,46711
15-04-2021,Jharkhand,3480,1325,28,38110
21-04-2021,Himachal Pradesh,1692,908,17,9291
30-04-2021,Manipur,271,74,5,1955
05-05-2021,Tamil Nadu,23310,20062,167,155382
06-05-2021,Manipur,380,33,13,2358
10-05-2021,Chandigarh,863,714,7,3756
11-05-2021,Sikkim,241,34,8,707
13-05-2021,Maharashtra,42582,54535,850,250398
14-05-2021,Mizoram,201,206,\N,4812
23-05-2021,Uttarakhand,3050,6173,71,41112
25-05-2021,Assam,5767,4783,92,114315
04-04-2021,Himachal Pradesh,404,256,10,3813
13-04-2021,Manipur,26,11,\N,811
21-04-2021,Mizoram,90,7,\N,6388
27-04-2021,Lakshadweep,154,131,\N,1906
30-04-2021,Uttarakhand,5654,4215,122,30029
06-05-2021,Uttarakhand,8517,4548,151,35735
08-05-2021,Assam,5756,3053,50,65140
10-05-2021,Bihar,10174,15800,75,100112
12-05-2021,West Bengal,20377,19231,135,69874
18-05-2021,Odisha,10321,10242,22,56684
20-05-2021,Madhya Pradesh,4952,9746,88,77493
03-04-2021,Maharashtra,49447,37821,277,184404
04-04-2021,Mizoram,3,3,\N,547
13-04-2021,Uttarakhand,1925,405,13,46126
15-04-2021,Assam,499,85,1,18323
25-04-2021,Odisha,6116,3464,7,43765
01-05-2021,Goa,2303,1310,54,5897
02-05-2021,Sikkim,230,68,1,799
03-05-2021,Madhya Pradesh,12062,13408,93,57448
19-05-2021,Rajasthan,9849,16039,139,54687
23-05-2021,Puducherry,1448,1903,34,9037
23-05-2021,Andaman and Nicobar Islands,24,32,2,625
02-04-2021,West Bengal,1733,550,4,26986
10-04-2021,Madhya Pradesh,4986,2741,24,37538
18-04-2021,Tripura,69,7,\N,2588
18-04-2021,Andhra Pradesh,6582,2343,22,35922
26-04-2021,Rajasthan,16438,6416,84,44295
30-04-2021,Andaman and Nicobar Islands,74,58,\N,1951
30-04-2021,Puducherry,1195,653,12,6451
01-05-2021,Karnataka,40990,18341,271,177982
02-05-2021,Telangana,7430,5567,56,76330
03-05-2021,Gujarat,12820,11999,140,131882
09-05-2021,Odisha,10635,8541,19,48757
10-04-2021,Gujarat,5011,2525,49,149124
13-04-2021,Puducherry,418,209,3,5050
25-04-2021,Haryana,10985,6057,64,46989
25-04-2021,Arunachal Pradesh,61,28,2,2365
27-04-2021,Chhattisgarh,14893,16931,246,54156
01-05-2021,Uttar Pradesh,30180,38826,304,266619
11-05-2021,Jammu and Kashmir,4352,3537,65,41353
15-05-2021,Himachal Pradesh,4145,4138,56,15461
24-05-2021,Manipur,538,611,17,2600
08-04-2021,Punjab,3070,2480,56,46372
16-04-2021,Jharkhand,3843,1393,56,35265
19-04-2021,Delhi,23686,21500,240,90696
22-04-2021,Himachal Pradesh,1774,689,18,8037
06-05-2021,Tamil Nadu,24898,21546,195,152130
09-05-2021,Haryana,13548,12639,151,55444
09-05-2021,Arunachal Pradesh,119,188,\N,2231
11-05-2021,Chandigarh,787,805,10,2829
14-05-2021,Maharashtra,39923,53249,695,250784
24-05-2021,Uttarakhand,2071,7051,122,32093
04-04-2021,Puducherry,227,109,\N,2416
04-04-2021,Andaman and Nicobar Islands,11,3,\N,1619
13-04-2021,Tamil Nadu,6984,3289,18,83332
16-04-2021,Arunachal Pradesh,28,2,\N,571
16-04-2021,Haryana,6277,2958,20,41658
21-04-2021,Maharashtra,67468,54985,568,272744
22-04-2021,Mizoram,73,24,\N,2259
28-04-2021,Lakshadweep,103,138,\N,1062
05-05-2021,Ladakh,251,131,\N,2674
06-05-2021,Himachal Pradesh,3942,2046,45,19132
13-05-2021,West Bengal,20839,19181,129,70473
21-05-2021,Madhya Pradesh,4384,9405,79,78268
07-04-2021,Jharkhand,1312,277,7,22105
20-04-2021,West Bengal,9819,4805,46,50044
03-05-2021,Sikkim,27,100,1,111
06-05-2021,Mizoram,170,46,\N,3248
20-05-2021,Telangana,3660,4826,23,69252
21-05-2021,Gujarat,4251,8783,65,109748
24-05-2021,Puducherry,922,1915,23,7674
05-04-2021,Manipur,5,9,\N,1039
19-04-2021,Tripura,32,15,\N,1389
02-05-2021,Bihar,13534,11694,97,89393
19-05-2021,Punjab,6302,7872,208,73245
05-04-2021,Uttarakhand,547,323,2,28381
07-04-2021,Assam,195,31,\N,21162
11-04-2021,Gujarat,5469,2976,54,145177
17-04-2021,Odisha,3144,1303,4,37245
26-04-2021,Punjab,6276,4438,98,35358
28-04-2021,Chhattisgarh,15563,15506,279,59402
01-05-2021,Kerala,35636,15493,48,146474
12-05-2021,Jammu and Kashmir,4509,3603,65,43916
15-05-2021,Andaman and Nicobar Islands,26,42,\N,209
24-05-2021,Tamil Nadu,34867,27026,404,168194
02-04-2021,Madhya Pradesh,2777,1482,16,26514
09-04-2021,Punjab,3404,2518,56,35492
18-04-2021,Rajasthan,10262,3084,42,64875
22-04-2021,Andaman and Nicobar Islands,37,33,1,1461
07-05-2021,Tamil Nadu,26465,22381,197,152812
18-05-2021,Jharkhand,2925,4859,62,56623
23-05-2021,Ladakh,130,122,2,810
01-04-2021,Telangana,887,337,4,59297
05-04-2021,Puducherry,180,95,\N,2702
05-04-2021,Andaman and Nicobar Islands,7,11,\N,1444
14-04-2021,Tamil Nadu,7819,3464,25,97668
17-04-2021,Haryana,7717,2944,32,43987
17-04-2021,Arunachal Pradesh,19,6,\N,659
22-04-2021,Maharashtra,67013,62298,568,281506
03-05-2021,Jammu and Kashmir,3733,1536,51,31655
06-05-2021,Ladakh,98,160,\N,1883
07-05-2021,Himachal Pradesh,4177,2376,56,15459
16-05-2021,Manipur,677,399,16,3364
21-05-2021,Sikkim,317,261,3,931
22-05-2021,Madhya Pradesh,3844,9327,89,79737
08-04-2021,Jharkhand,1882,498,7,29729
14-04-2021,Himachal Pradesh,925,252,13,7638
21-04-2021,West Bengal,10784,5616,58,50014
23-04-2021,Manipur,104,27,\N,1799
03-05-2021,Chandigarh,890,528,11,3911
04-05-2021,Sikkim,230,22,1,799
06-05-2021,Maharashtra,62194,63842,853,277086
07-05-2021,Mizoram,183,108,\N,3230
16-05-2021,Uttarakhand,4047,5034,188,33844
18-05-2021,Assam,5835,4311,73,90251
20-05-2021,Bihar,5871,9977,98,140070
22-05-2021,Gujarat,4205,8445,54,107215
06-04-2021,Manipur,7,1,\N,1135
10-04-2021,Chandigarh,398,343,3,3115
14-04-2021,Mizoram,30,1,\N,1890
23-04-2021,Uttarakhand,4339,1179,49,36069
03-05-2021,Bihar,11407,13603,82,72658
05-05-2021,West Bengal,18102,17073,103,59519
11-05-2021,Goa,3124,2475,75,8505
13-05-2021,Madhya Pradesh,8419,10157,74,66206
20-05-2021,Uttar Pradesh,6681,13590,236,291491
06-04-2021,Uttarakhand,791,351,7,48863
08-04-2021,Assam,245,68,1,22888
10-04-2021,Bihar,3469,822,6,95112
12-04-2021,West Bengal,4511,1947,14,37116
18-04-2021,Odisha,3664,1309,2,34450
27-04-2021,Punjab,5916,3774,100,57546
28-04-2021,Andhra Pradesh,14669,6433,71,74748
11-05-2021,Karnataka,39510,22584,480,116238
12-05-2021,Telangana,4723,5695,31,69525
16-05-2021,Puducherry,1961,1491,32,9446
16-05-2021,Andaman and Nicobar Islands,35,16,3,578
25-05-2021,Tamil Nadu,34285,28745,468,171866
01-04-2021,Goa,265,104,1,2611
03-04-2021,Madhya Pradesh,2839,1791,15,27231
19-04-2021,Rajasthan,11967,2408,53,40180
23-04-2021,Puducherry,792,383,2,5081
23-04-2021,Andaman and Nicobar Islands,42,49,\N,1692
11-05-2021,Uttar Pradesh,20445,29358,301,234651
19-05-2021,Jharkhand,1894,4528,53,48971
24-05-2021,Ladakh,125,184,\N,3028
25-05-2021,Himachal Pradesh,1999,3067,60,15007
01-04-2021,Karnataka,4234,1599,18,115732
02-04-2021,Telangana,965,312,5,59343
03-04-2021,Gujarat,2815,2063,13,114584
06-04-2021,Puducherry,237,139,2,3018
18-04-2021,Haryana,7177,3489,29,43883
18-04-2021,Arunachal Pradesh,20,3,\N,238
26-04-2021,Jharkhand,5541,4018,124,35895
04-05-2021,Jammu and Kashmir,4650,1878,37,37867
08-05-2021,Himachal Pradesh,5424,3013,37,18725
17-05-2021,Manipur,330,455,14,2548
22-05-2021,Sikkim,287,267,1,1003
01-04-2021,Uttar Pradesh,2589,510,9,124221
09-04-2021,Jharkhand,1925,553,17,25718
11-04-2021,Jammu and Kashmir,915,330,5,43821
15-04-2021,Himachal Pradesh,1034,589,11,5815
24-04-2021,Manipur,130,13,2,1232
04-05-2021,Chandigarh,780,542,11,3193
07-05-2021,Maharashtra,54022,37386,898,268912
08-05-2021,Mizoram,235,124,\N,2963
17-05-2021,Uttarakhand,3719,3647,223,29663
19-05-2021,Assam,6143,4057,89,102040
21-05-2021,Bihar,5154,10151,98,125011
23-05-2021,West Bengal,18422,19429,156,69145
06-04-2021,Tamil Nadu,3645,1809,15,80856
31-03-2021,Manipur,2,\N,\N,728
09-04-2021,Arunachal Pradesh,2,1,\N,531
11-04-2021,Chandigarh,402,357,3,3186
14-04-2021,Maharashtra,58952,39624,278,242149
15-04-2021,Mizoram,37,7,\N,2317
24-04-2021,Uttarakhand,5084,1466,81,36309
26-04-2021,Assam,3137,828,15,73181
30-04-2021,Gujarat,14605,10180,173,160999
06-05-2021,West Bengal,18431,17412,117,60105
12-05-2021,Goa,2865,2840,70,6920
14-05-2021,Madhya Pradesh,8087,11671,88,68351
20-05-2021,Kerala,30491,44369,128,131525
11-04-2021,Bihar,3756,1053,6,99023
13-04-2021,West Bengal,4817,2278,20,42214
21-04-2021,Madhya Pradesh,13107,9035,75,54548
28-04-2021,Punjab,6904,5272,142,53365
29-04-2021,Tripura,166,13,\N,5075
29-04-2021,Andhra Pradesh,14792,8188,57,86035
01-05-2021,Nagaland,158,44,3,640
12-05-2021,Karnataka,39998,34752,516,134792
13-05-2021,Telangana,4693,6876,33,71221
14-05-2021,Gujarat,9995,15365,104,129208
17-05-2021,Puducherry,1446,1701,28,8056
03-04-2021,Sikkim,6,2,\N,680
04-04-2021,Madhya Pradesh,3178,2201,11,28705
20-04-2021,Telangana,5926,2209,18,122143
21-04-2021,Gujarat,12553,4802,125,182011
24-04-2021,Puducherry,899,453,9,6030
24-04-2021,Andaman and Nicobar Islands,45,52,1,999
12-05-2021,Uttar Pradesh,18023,27139,326,247303
22-05-2021,Jammu and Kashmir,3408,4117,48,48604
02-04-2021,Bihar,662,204,2,63846
04-04-2021,Gujarat,2875,2024,14,112833
19-04-2021,Punjab,4622,3418,83,31686
27-04-2021,Jharkhand,6126,4247,131,33106
05-05-2021,Jammu and Kashmir,4716,2338,52,42368
08-05-2021,Andaman and Nicobar Islands,30,26,2,569
17-05-2021,Tamil Nadu,33075,20486,335,156277
22-05-2021,Chandigarh,392,790,12,3962
25-05-2021,Maharashtra,24136,36176,1137,264275
01-04-2021,Kerala,2798,1835,11,54347
02-04-2021,Uttar Pradesh,2953,782,16,147628
12-04-2021,Jammu and Kashmir,991,418,\N,34121
15-04-2021,Andaman and Nicobar Islands,15,4,\N,2054
24-04-2021,Tamil Nadu,14842,9142,80,125718
25-04-2021,Manipur,140,38,2,1788
30-04-2021,Sikkim,205,19,1,818
01-05-2021,Meghalaya,262,192,3,3293
16-05-2021,Ladakh,119,122,\N,848
22-05-2021,Bihar,4375,8676,103,140514
24-05-2021,West Bengal,17883,19670,153,66288
07-04-2021,Tamil Nadu,3986,1824,17,80535
12-04-2021,Chandigarh,424,375,1,3132
15-04-2021,Maharashtra,61695,53335,349,234452
25-04-2021,Uttarakhand,4368,1748,44,37580
27-04-2021,Assam,3132,955,18,62628
09-05-2021,Manipur,579,135,15,3164
14-05-2021,Sikkim,232,169,6,748
15-05-2021,Madhya Pradesh,7571,11973,72,59504
07-04-2021,Himachal Pradesh,653,226,9,7400
14-04-2021,West Bengal,5892,2297,24,43463
16-04-2021,Manipur,31,7,\N,1193
20-04-2021,Goa,1160,440,26,3597
22-04-2021,Madhya Pradesh,12384,9620,75,50974
09-05-2021,Uttarakhand,5890,2731,180,26713
13-05-2021,Bihar,7752,11008,90,97664
15-05-2021,Gujarat,9061,15076,95,128320
07-04-2021,Mizoram,8,6,\N,1149
20-04-2021,Karnataka,21794,4571,149,147488
21-04-2021,Telangana,6542,2887,20,130105
22-04-2021,Gujarat,13105,5010,137,189365
04-05-2021,Goa,2814,1870,52,6552
06-05-2021,Madhya Pradesh,12421,12965,86,68102
12-05-2021,Kerala,43529,34600,95,146320
13-05-2021,Uttar Pradesh,17745,19425,277,255036
23-05-2021,Jammu and Kashmir,3308,4956,51,45157
03-04-2021,Bihar,836,255,2,63982
05-04-2021,West Bengal,1961,664,4,26174
20-04-2021,Uttar Pradesh,29574,14391,162,199830
29-04-2021,Rajasthan,17269,10964,158,85373
30-04-2021,Jammu and Kashmir,3532,1287,30,46050
04-05-2021,Karnataka,44631,24714,288,153707
05-05-2021,Telangana,6361,8126,51,77435
09-05-2021,Andaman and Nicobar Islands,26,32,2,397
09-05-2021,Puducherry,1633,1158,26,9022
18-05-2021,Tamil Nadu,33059,21362,364,160464
23-05-2021,Chandigarh,360,741,10,3641
02-04-2021,Kerala,2508,2287,14,51783
16-04-2021,Puducherry,531,220,3,4714
16-04-2021,Andaman and Nicobar Islands,27,28,\N,2004
25-04-2021,Tamil Nadu,15659,11065,82,126298
28-04-2021,Haryana,12444,7618,95,48740
28-04-2021,Arunachal Pradesh,164,17,\N,3692
30-04-2021,Chandigarh,724,457,13,3204
02-05-2021,Meghalaya,321,154,5,2782
04-05-2021,Uttar Pradesh,25770,38683,351,208564
17-05-2021,Ladakh,130,134,\N,2234
18-05-2021,Himachal Pradesh,2892,4565,78,15835
25-05-2021,West Bengal,17005,19057,157,66123
19-04-2021,Jharkhand,4290,1777,46,38081
15-05-2021,Sikkim,215,201,5,848
04-04-2021,Jammu and Kashmir,573,189,3,42347
08-04-2021,Himachal Pradesh,621,260,6,8440
17-04-2021,Manipur,39,14,\N,1157
01-05-2021,Delhi,25219,27421,412,79780
14-05-2021,Bihar,7494,14131,77,108316
16-05-2021,West Bengal,19117,19113,147,64549
04-04-2021,Chandigarh,341,352,1,2738
07-04-2021,Maharashtra,59907,30296,322,231250
08-04-2021,Mizoram,14,3,\N,1374
17-04-2021,Uttarakhand,2757,802,37,52301
19-04-2021,Assam,1367,312,7,65410
21-04-2021,Bihar,12222,4774,56,105980
23-04-2021,Gujarat,13804,5618,142,189902
29-04-2021,Odisha,6998,4679,12,44064
05-05-2021,Goa,3496,2192,71,6769
07-05-2021,Madhya Pradesh,11708,4815,84,65262
11-05-2021,Nagaland,269,45,6,1345
13-05-2021,Kerala,39955,33733,97,139656
04-04-2021,Bihar,864,245,1,67033
06-04-2021,West Bengal,2058,722,7,29394
12-04-2021,Goa,476,231,2,2277
14-04-2021,Madhya Pradesh,9720,3657,51,44732
20-04-2021,Kerala,19577,3880,28,112221
05-05-2021,Karnataka,50112,26841,346,155224
06-05-2021,Telangana,6026,6551,52,79824
07-05-2021,Gujarat,12064,13085,119,139048
20-05-2021,Meghalaya,1183,465,10,3976
01-04-2021,Nagaland,5,0,\N,225
12-04-2021,Karnataka,9579,2767,52,116165
13-04-2021,Telangana,3052,778,7,113007
14-04-2021,Gujarat,7410,2642,73,153072
17-04-2021,Puducherry,715,198,3,4748
17-04-2021,Andaman and Nicobar Islands,42,36,1,2250
26-04-2021,Tamil Nadu,15684,13625,94,120184
29-04-2021,Haryana,13947,9535,97,48705
29-04-2021,Arunachal Pradesh,194,47,1,3524
01-05-2021,Lakshadweep,156,41,\N,3035
05-05-2021,Uttar Pradesh,31111,40852,353,232038
15-05-2021,Jammu and Kashmir,3677,4140,63,33539
18-05-2021,Ladakh,202,156,5,1613
19-05-2021,Himachal Pradesh,3396,3091,69,14858
12-04-2021,Uttar Pradesh,13604,3197,72,193468
22-04-2021,Jammu and Kashmir,1965,791,8,42736
26-04-2021,Himachal Pradesh,1692,921,27,9398
15-05-2021,Chandigarh,660,963,8,3417
18-05-2021,Maharashtra,28438,52898,1291,250310
19-05-2021,Mizoram,184,177,1,6263
05-04-2021,Jammu and Kashmir,442,241,2,35257
08-04-2021,Andaman and Nicobar Islands,18,7,\N,1638
17-04-2021,Tamil Nadu,9344,5263,39,100804
18-04-2021,Manipur,72,7,\N,1195
22-04-2021,Chandigarh,634,482,4,2984
25-04-2021,Maharashtra,66191,61450,832,289535
26-04-2021,Mizoram,22,60,\N,422
09-05-2021,Ladakh,138,105,2,924
15-05-2021,Bihar,7336,14340,73,110172
17-05-2021,West Bengal,19003,19101,147,59794
23-05-2021,Goa,1621,2545,42,4568
25-05-2021,Madhya Pradesh,2422,7373,68,71416
01-04-2021,Meghalaya,2,1,\N,1290
05-04-2021,Chandigarh,285,372,1,2104
08-04-2021,Maharashtra,56286,36130,376,236815
25-03-2021,Manipur,2,-1,\N,885
18-04-2021,Uttarakhand,2630,708,12,32821
22-04-2021,Bihar,11489,5308,59,101063
24-04-2021,West Bengal,14281,7584,59,55060
30-04-2021,Goa,3024,955,22,6757
01-05-2021,Chhattisgarh,15902,13532,229,60863
06-05-2021,Goa,3869,2023,58,7518
07-05-2021,Sikkim,268,123,2,807
08-05-2021,Madhya Pradesh,11598,4445,90,66525
12-05-2021,Nagaland,338,98,9,1738
23-05-2021,Karnataka,25979,35573,624,125117
24-05-2021,Telangana,3043,4693,21,59709
25-05-2021,Gujarat,3255,9676,44,97403
17-02-2021,Jharkhand,0,0,\N,10785
07-04-2021,West Bengal,2390,867,8,29394
09-04-2021,Manipur,12,8,\N,650
13-04-2021,Goa,562,236,3,2507
15-04-2021,Madhya Pradesh,10166,3970,53,47820
21-04-2021,Kerala,22414,5431,22,121763
30-04-2021,Karnataka,48296,14884,217,189793
06-05-2021,Bihar,15126,13364,90,105024
08-05-2021,Gujarat,11892,14737,119,134944
21-05-2021,Meghalaya,828,419,25,4668
23-05-2021,Uttar Pradesh,4715,14086,231,317684
13-04-2021,Karnataka,8778,6079,67,121899
14-04-2021,Telangana,2157,821,8,72364
15-04-2021,Gujarat,8152,3023,81,159115
30-04-2021,Uttar Pradesh,34372,32494,332,244167
02-05-2021,Lakshadweep,87,275,\N,1949
05-05-2021,Kerala,41953,23106,58,163321
06-05-2021,Uttar Pradesh,26622,28902,350,226112
16-05-2021,Jammu and Kashmir,4141,3934,59,36716
19-05-2021,Andaman and Nicobar Islands,35,26,3,458
12-04-2021,Kerala,5692,2474,11,45417
13-04-2021,Uttar Pradesh,17963,3474,85,219011
23-04-2021,Jammu and Kashmir,1937,1019,19,41123
27-04-2021,Himachal Pradesh,2157,1305,24,11081
10-05-2021,Tripura,133,130,4,3460
10-05-2021,Andhra Pradesh,14986,16167,84,60124
12-05-2021,Meghalaya,406,314,8,4681
16-05-2021,Chandigarh,664,857,10,3595
19-05-2021,Maharashtra,34031,51457,594,285647
09-04-2021,Puducherry,223,139,\N,3751
09-04-2021,Andaman and Nicobar Islands,12,1,\N,1552
18-04-2021,Tamil Nadu,10723,5925,42,110130
23-04-2021,Chandigarh,828,476,3,4062
26-04-2021,Maharashtra,48700,71736,524,222475
27-04-2021,Mizoram,103,12,\N,3489
18-05-2021,West Bengal,19428,19050,145,67626
24-05-2021,Goa,1401,2362,38,3963
02-04-2021,Meghalaya,15,1,\N,2585
25-04-2021,West Bengal,15889,8407,57,55600
02-05-2021,Chhattisgarh,11825,12358,199,42032
08-05-2021,Sikkim,200,65,5,682
11-05-2021,Delhi,12481,13583,347,70276
13-05-2021,Nagaland,366,91,12,1486
24-05-2021,Karnataka,25311,57333,529,108723
25-05-2021,Telangana,3821,4298,23,81203
20-04-2021,Nagaland,82,\N,\N,492
07-05-2021,Bihar,13466,13489,62,107153
09-05-2021,West Bengal,19441,18454,124,63095
20-05-2021,Lakshadweep,290,97,2,3201
23-05-2021,Kerala,25820,37316,188,113205
24-05-2021,Uttar Pradesh,3894,11918,153,326798
01-04-2021,Delhi,2790,1121,9,78073
14-04-2021,Bihar,4786,1189,21,100134
16-04-2021,Gujarat,8920,3387,94,160975
06-05-2021,Kerala,42464,27152,63,155632
05-04-2021,Goa,247,142,2,2046
07-04-2021,Madhya Pradesh,4043,2126,13,33419
13-04-2021,Kerala,7515,2959,20,73441
24-04-2021,Jammu and Kashmir,2030,944,15,40791
27-04-2021,Andaman and Nicobar Islands,48,42,\N,1948
11-05-2021,Tripura,466,150,3,6288
13-05-2021,Meghalaya,591,228,18,3369
05-04-2021,Karnataka,5279,1856,32,97829
06-04-2021,Telangana,1498,245,6,62350
07-04-2021,Gujarat,3575,2217,22,123866
19-04-2021,Tamil Nadu,10941,6172,44,111590
20-04-2021,Meghalaya,137,34,\N,1927
27-04-2021,Maharashtra,66358,67752,895,282719
08-05-2021,Jammu and Kashmir,4788,2500,60,46792
20-05-2021,Chhattisgarh,5212,9501,113,66542
01-04-2021,Lakshadweep,3,8,\N,379
03-04-2021,Meghalaya,24,\N,\N,770
05-04-2021,Uttar Pradesh,3974,879,13,161266
15-04-2021,Jammu and Kashmir,1141,487,4,36794
19-04-2021,Himachal Pradesh,1695,593,13,5643
28-04-2021,Manipur,259,59,2,2357
01-05-2021,Punjab,7017,4448,138,60547
02-05-2021,Andhra Pradesh,23920,11411,83,114299
08-05-2021,Chandigarh,870,861,9,3803
10-05-2021,Rajasthan,16487,13499,160,41169
12-05-2021,Delhi,13287,14071,300,78035
25-05-2021,Bihar,3306,6015,104,144105
15-04-2021,Chandigarh,412,409,3,2964
18-04-2021,Maharashtra,68631,45654,503,273272
19-04-2021,Mizoram,45,9,\N,607
28-04-2021,Uttarakhand,6054,3485,108,42438
08-05-2021,Bihar,12948,14962,76,108010
16-05-2021,Goa,1314,3793,43,3877
18-05-2021,Madhya Pradesh,5412,11358,70,69454
24-05-2021,Kerala,17821,36039,196,87331
15-04-2021,Bihar,6133,755,24,101236
17-04-2021,West Bengal,7713,3426,34,46971
23-04-2021,Goa,1420,596,12,3007
25-04-2021,Madhya Pradesh,13601,11324,92,59092
05-05-2021,Nagaland,287,33,3,1586
16-05-2021,Karnataka,31531,36475,403,113219
17-05-2021,Telangana,3961,5559,30,62591
18-05-2021,Gujarat,6447,9557,67,114664
01-04-2021,Chhattisgarh,4617,1125,34,40857
06-04-2021,Goa,387,95,1,2809
08-04-2021,Madhya Pradesh,4324,2296,27,33463
12-04-2021,Nagaland,11,\N,\N,186
14-04-2021,Kerala,8778,2642,22,65258
23-04-2021,Karnataka,26962,8697,190,177466
24-04-2021,Telangana,7432,2157,33,103770
28-04-2021,Puducherry,1258,632,10,6833
28-04-2021,Andaman and Nicobar Islands,52,44,1,1006
12-05-2021,Lakshadweep,115,87,1,896
14-05-2021,Meghalaya,627,327,12,2739
16-05-2021,Uttar Pradesh,10505,24837,308,267742
06-04-2021,Karnataka,6150,3487,39,102021
07-04-2021,Telangana,1914,285,5,74274
08-04-2021,Gujarat,4021,2197,35,134831
21-04-2021,Meghalaya,192,25,3,2924
09-05-2021,Jammu and Kashmir,5190,2423,54,48553
10-05-2021,Odisha,10031,9706,17,48377
02-04-2021,Lakshadweep,7,2,\N,192
05-04-2021,Kerala,2357,1866,12,40191
06-04-2021,Uttar Pradesh,5895,1176,30,179575
16-04-2021,Jammu and Kashmir,1144,562,2,35012
29-04-2021,Manipur,314,314,5,2579
03-05-2021,Tripura,134,62,1,2707
03-05-2021,Andhra Pradesh,18972,10227,71,115275
05-05-2021,Meghalaya,269,147,6,2692
09-05-2021,Chandigarh,895,879,10,3941
11-05-2021,Rajasthan,16080,13198,169,83851
10-04-2021,Tripura,41,1,\N,1447
10-04-2021,Andhra Pradesh,3309,1053,12,31929
16-04-2021,Chandigarh,481,428,1,3025
19-04-2021,Maharashtra,58924,52412,351,221626
20-04-2021,Delhi,28395,19430,277,86526
29-04-2021,Uttarakhand,6251,3129,85,34597
10-05-2021,Haryana,12718,16192,161,49703
10-05-2021,Arunachal Pradesh,205,179,4,2872
12-05-2021,Chhattisgarh,10150,9035,153,71138
17-05-2021,Goa,1562,4008,53,4265
19-05-2021,Madhya Pradesh,5065,10337,88,72756
23-05-2021,Nagaland,223,137,14,1194
25-05-2021,Kerala,29803,33397,177,143028
01-04-2021,Rajasthan,1350,446,4,36616
18-04-2021,West Bengal,8419,4053,28,46074
24-04-2021,Goa,1540,485,17,4533
26-04-2021,Madhya Pradesh,12686,11612,88,54982
30-04-2021,Nagaland,226,12,4,747
