Entry_ID,Date Announced,Detected District,Detected State,State code,Num Cases,Current Status
563120,21-04-2021,Nayagarh,Odisha,OR,66,Hospitalized
563121,21-04-2021,Nuapada,Odisha,OR,486,Hospitalized
563122,21-04-2021,Puri,Odisha,OR,223,Hospitalized
563123,21-04-2021,Rayagada,Odisha,OR,85,Hospitalized
563124,21-04-2021,Sambalpur,Odisha,OR,171,Hospitalized
563125,21-04-2021,Subarnapur,Odisha,OR,9,Hospitalized
563126,21-04-2021,Sundargarh,Odisha,OR,516,Hospitalized
563127,21-04-2021,State Pool,Odisha,OR,145,Hospitalized
563128,21-04-2021,Cuttack,Odisha,OR,1,Deceased
563129,21-04-2021,Mayurbhanj,Odisha,OR,1,Deceased
563130,21-04-2021,Nuapada,Odisha,OR,1,Deceased
563131,21-04-2021,Sundargarh,Odisha,OR,1,Deceased
563132,21-04-2021,Nuapada,Odisha,OR,1,Deceased
563133,21-04-2021,Puducherry,Puducherry,PY,470,Hospitalized
563134,21-04-2021,Karaikal,Puducherry,PY,70,Hospitalized
563135,21-04-2021,Yanam,Puducherry,PY,41,Hospitalized
563136,21-04-2021,Mahe,Puducherry,PY,38,Hospitalized
563137,21-04-2021,Puducherry,Puducherry,PY,204,Recovered
563138,21-04-2021,Karaikal,Puducherry,PY,53,Recovered
563139,21-04-2021,Yanam,Puducherry,PY,15,Recovered
563140,21-04-2021,Mahe,Puducherry,PY,11,Recovered
563141,21-04-2021,Puducherry,Puducherry,PY,4,Deceased
563142,21-04-2021,Yanam,Puducherry,PY,1,Deceased
563143,21-04-2021,,Goa,GA,1502,Hospitalized
563144,21-04-2021,,Goa,GA,426,Recovered
563145,21-04-2021,,Goa,GA,17,Deceased
563146,21-04-2021,Dimapur,Nagaland,NL,49,Hospitalized
563147,21-04-2021,Kohima,Nagaland,NL,46,Hospitalized
563148,21-04-2021,Mokokchung,Nagaland,NL,1,Hospitalized
563149,21-04-2021,Tuensang,Nagaland,NL,1,Hospitalized
563150,21-04-2021,Phek,Nagaland,NL,4,Recovered
563151,21-04-2021,Dimapur,Nagaland,NL,3,Migrated_Other
563152,21-04-2021,East Khasi Hills,Meghalaya,ML,148,Hospitalized
563153,21-04-2021,West Garo Hills,Meghalaya,ML,4,Hospitalized
563154,21-04-2021,Ribhoi,Meghalaya,ML,30,Hospitalized
563155,21-04-2021,West Jaintia Hills,Meghalaya,ML,3,Hospitalized
563156,21-04-2021,East Jaintia Hills,Meghalaya,ML,4,Hospitalized
563157,21-04-2021,West Khasi Hills,Meghalaya,ML,3,Hospitalized
563158,21-04-2021,East Khasi Hills,Meghalaya,ML,17,Recovered
563159,21-04-2021,Ribhoi,Meghalaya,ML,1,Recovered
563160,21-04-2021,West Jaintia Hills,Meghalaya,ML,6,Recovered
563161,21-04-2021,East Jaintia Hills,Meghalaya,ML,1,Recovered
563162,21-04-2021,East Khasi Hills,Meghalaya,ML,3,Deceased
563163,21-04-2021,Bagalkote,Karnataka,KA,153,Hospitalized
563164,21-04-2021,Ballari,Karnataka,KA,792,Hospitalized
563165,21-04-2021,Belagavi,Karnataka,KA,301,Hospitalized
563166,21-04-2021,Bengaluru Rural,Karnataka,KA,544,Hospitalized
563167,21-04-2021,Bengaluru Urban,Karnataka,KA,13640,Hospitalized
563168,21-04-2021,Bidar,Karnataka,KA,202,Hospitalized
563169,21-04-2021,Chamarajanagara,Karnataka,KA,170,Hospitalized
563170,21-04-2021,Chikkaballapura,Karnataka,KA,221,Hospitalized
563171,21-04-2021,Chikkamagaluru,Karnataka,KA,198,Hospitalized
563172,21-04-2021,Chitradurga,Karnataka,KA,118,Hospitalized
563173,21-04-2021,Dakshina Kannada,Karnataka,KA,401,Hospitalized
563174,21-04-2021,Davanagere,Karnataka,KA,200,Hospitalized
563175,21-04-2021,Dharwad,Karnataka,KA,379,Hospitalized
563176,21-04-2021,Gadag,Karnataka,KA,72,Hospitalized
563177,21-04-2021,Hassan,Karnataka,KA,445,Hospitalized
563178,21-04-2021,Haveri,Karnataka,KA,27,Hospitalized
563179,21-04-2021,Kalaburagi,Karnataka,KA,757,Hospitalized
563180,21-04-2021,Kodagu,Karnataka,KA,141,Hospitalized
563181,21-04-2021,Kolar,Karnataka,KA,369,Hospitalized
563182,21-04-2021,Koppal,Karnataka,KA,133,Hospitalized
563183,21-04-2021,Mandya,Karnataka,KA,492,Hospitalized
563184,21-04-2021,Mysuru,Karnataka,KA,975,Hospitalized
563185,21-04-2021,Raichur,Karnataka,KA,220,Hospitalized
563186,21-04-2021,Ramanagara,Karnataka,KA,90,Hospitalized
563187,21-04-2021,Shivamogga,Karnataka,KA,266,Hospitalized
563188,21-04-2021,Tumakuru,Karnataka,KA,1176,Hospitalized
563189,21-04-2021,Udupi,Karnataka,KA,471,Hospitalized
563190,21-04-2021,Uttara Kannada,Karnataka,KA,171,Hospitalized
563191,21-04-2021,Vijayapura,Karnataka,KA,335,Hospitalized
563192,21-04-2021,Yadgir,Karnataka,KA,99,Hospitalized
563193,21-04-2021,Bagalkote,Karnataka,KA,29,Recovered
563194,21-04-2021,Ballari,Karnataka,KA,59,Recovered
563195,21-04-2021,Belagavi,Karnataka,KA,45,Recovered
563196,21-04-2021,Bengaluru Rural,Karnataka,KA,134,Recovered
563197,21-04-2021,Bengaluru Urban,Karnataka,KA,3509,Recovered
563198,21-04-2021,Bidar,Karnataka,KA,315,Recovered
563199,21-04-2021,Chamarajanagara,Karnataka,KA,73,Recovered
563200,21-04-2021,Chikkaballapura,Karnataka,KA,57,Recovered
563201,21-04-2021,Chikkamagaluru,Karnataka,KA,41,Recovered
563202,21-04-2021,Chitradurga,Karnataka,KA,18,Recovered
563203,21-04-2021,Dakshina Kannada,Karnataka,KA,200,Recovered
563204,21-04-2021,Davanagere,Karnataka,KA,57,Recovered
563205,21-04-2021,Dharwad,Karnataka,KA,96,Recovered
563206,21-04-2021,Gadag,Karnataka,KA,25,Recovered
563207,21-04-2021,Hassan,Karnataka,KA,164,Recovered
563208,21-04-2021,Haveri,Karnataka,KA,37,Recovered
563209,21-04-2021,Kalaburagi,Karnataka,KA,121,Recovered
563210,21-04-2021,Kodagu,Karnataka,KA,6,Recovered
563211,21-04-2021,Kolar,Karnataka,KA,93,Recovered
563212,21-04-2021,Koppal,Karnataka,KA,45,Recovered
563213,21-04-2021,Mandya,Karnataka,KA,62,Recovered
563214,21-04-2021,Mysuru,Karnataka,KA,503,Recovered
563215,21-04-2021,Raichur,Karnataka,KA,88,Recovered
563216,21-04-2021,Ramanagara,Karnataka,KA,32,Recovered
563217,21-04-2021,Shivamogga,Karnataka,KA,17,Recovered
563218,21-04-2021,Tumakuru,Karnataka,KA,272,Recovered
563219,21-04-2021,Udupi,Karnataka,KA,128,Recovered
563220,21-04-2021,Uttara Kannada,Karnataka,KA,39,Recovered
563221,21-04-2021,Vijayapura,Karnataka,KA,110,Recovered
563222,21-04-2021,Yadgir,Karnataka,KA,37,Recovered
563223,21-04-2021,Bagalkote,Karnataka,KA,1,Deceased
563224,21-04-2021,Ballari,Karnataka,KA,4,Deceased
563225,21-04-2021,Bengaluru Rural,Karnataka,KA,2,Deceased
563226,21-04-2021,Bengaluru Urban,Karnataka,KA,70,Deceased
563227,21-04-2021,Bidar,Karnataka,KA,5,Deceased
563228,21-04-2021,Chikkaballapura,Karnataka,KA,1,Deceased
563229,21-04-2021,Dakshina Kannada,Karnataka,KA,1,Deceased
563230,21-04-2021,Hassan,Karnataka,KA,3,Deceased
563231,21-04-2021,Haveri,Karnataka,KA,1,Deceased
563232,21-04-2021,Kalaburagi,Karnataka,KA,8,Deceased
563233,21-04-2021,Kodagu,Karnataka,KA,1,Deceased
563234,21-04-2021,Kolar,Karnataka,KA,1,Deceased
563235,21-04-2021,Mandya,Karnataka,KA,2,Deceased
563236,21-04-2021,Mysuru,Karnataka,KA,7,Deceased
563237,21-04-2021,Raichur,Karnataka,KA,1,Deceased
563238,21-04-2021,Ramanagara,Karnataka,KA,2,Deceased
563239,21-04-2021,Shivamogga,Karnataka,KA,1,Deceased
563240,21-04-2021,Tumakuru,Karnataka,KA,1,Deceased
563241,21-04-2021,Uttara Kannada,Karnataka,KA,1,Deceased
563242,21-04-2021,Vijayapura,Karnataka,KA,2,Deceased
563243,21-04-2021,Yadgir,Karnataka,KA,1,Deceased
563244,21-04-2021,Anantapur,Andhra Pradesh,AP,849,Hospitalized
563245,21-04-2021,Chittoor,Andhra Pradesh,AP,1180,Hospitalized
563246,21-04-2021,Guntur,Andhra Pradesh,AP,1236,Hospitalized
563247,21-04-2021,Y.S.R. Kadapa,Andhra Pradesh,AP,216,Hospitalized
563248,21-04-2021,Krishna,Andhra Pradesh,AP,294,Hospitalized
563249,21-04-2021,Kurnool,Andhra Pradesh,AP,958,Hospitalized
563250,21-04-2021,S.P.S. Nellore,Andhra Pradesh,AP,934,Hospitalized
563251,21-04-2021,Prakasam,Andhra Pradesh,AP,294,Hospitalized
563252,21-04-2021,Srikakulam,Andhra Pradesh,AP,1444,Hospitalized
563253,21-04-2021,Visakhapatnam,Andhra Pradesh,AP,810,Hospitalized
563254,21-04-2021,Vizianagaram,Andhra Pradesh,AP,565,Hospitalized
563255,21-04-2021,Anantapur,Andhra Pradesh,AP,125,Recovered
563256,21-04-2021,Chittoor,Andhra Pradesh,AP,719,Recovered
563257,21-04-2021,Guntur,Andhra Pradesh,AP,1000,Recovered
563258,21-04-2021,Y.S.R. Kadapa,Andhra Pradesh,AP,112,Recovered
563259,21-04-2021,Krishna,Andhra Pradesh,AP,133,Recovered
563260,21-04-2021,Kurnool,Andhra Pradesh,AP,175,Recovered
563261,21-04-2021,S.P.S. Nellore,Andhra Pradesh,AP,228,Recovered
563262,21-04-2021,Prakasam,Andhra Pradesh,AP,105,Recovered
563263,21-04-2021,Srikakulam,Andhra Pradesh,AP,265,Recovered
563264,21-04-2021,Visakhapatnam,Andhra Pradesh,AP,369,Recovered
563265,21-04-2021,Vizianagaram,Andhra Pradesh,AP,41,Recovered
563266,21-04-2021,Anantapur,Andhra Pradesh,AP,1,Deceased
563267,21-04-2021,Chittoor,Andhra Pradesh,AP,3,Deceased
563268,21-04-2021,Guntur,Andhra Pradesh,AP,2,Deceased
563269,21-04-2021,Krishna,Andhra Pradesh,AP,10,Deceased
563270,21-04-2021,Kurnool,Andhra Pradesh,AP,2,Deceased
563271,21-04-2021,S.P.S. Nellore,Andhra Pradesh,AP,7,Deceased
563272,21-04-2021,Prakasam,Andhra Pradesh,AP,3,Deceased
563273,21-04-2021,Srikakulam,Andhra Pradesh,AP,4,Deceased
563274,21-04-2021,Visakhapatnam,Andhra Pradesh,AP,2,Deceased
563275,21-04-2021,East Godavari,Andhra Pradesh,AP,830,Hospitalized
563276,21-04-2021,West Godavari,Andhra Pradesh,AP,86,Recovered
563277,21-04-2021,East Godavari,Andhra Pradesh,AP,106,Hospitalized
563278,21-04-2021,West Godavari,Andhra Pradesh,AP,1,Recovered
563279,21-04-2021,East Godavari,Andhra Pradesh,AP,4,Deceased
563280,21-04-2021,Lucknow,Uttar Pradesh,UP,5894,Hospitalized
563281,21-04-2021,Prayagraj,Uttar Pradesh,UP,1828,Hospitalized
563282,21-04-2021,Kanpur Nagar,Uttar Pradesh,UP,1812,Hospitalized
563283,21-04-2021,Varanasi,Uttar Pradesh,UP,2562,Hospitalized
563284,21-04-2021,Ghaziabad,Uttar Pradesh,UP,464,Hospitalized
563285,21-04-2021,Gautam Buddha Nagar,Uttar Pradesh,UP,536,Hospitalized
563286,21-04-2021,Meerut,Uttar Pradesh,UP,1275,Hospitalized
563287,21-04-2021,Gorakhpur,Uttar Pradesh,UP,985,Hospitalized
563288,21-04-2021,Bareilly,Uttar Pradesh,UP,983,Hospitalized
563289,21-04-2021,Jhansi,Uttar Pradesh,UP,826,Hospitalized
563290,21-04-2021,Moradabad,Uttar Pradesh,UP,441,Hospitalized
563291,21-04-2021,Agra,Uttar Pradesh,UP,581,Hospitalized
563292,21-04-2021,Muzaffarnagar,Uttar Pradesh,UP,679,Hospitalized
563293,21-04-2021,Saharanpur,Uttar Pradesh,UP,242,Hospitalized
563294,21-04-2021,Aligarh,Uttar Pradesh,UP,208,Hospitalized
563295,21-04-2021,Ballia,Uttar Pradesh,UP,358,Hospitalized
563296,21-04-2021,Barabanki,Uttar Pradesh,UP,503,Hospitalized
563297,21-04-2021,Lakhimpur Kheri,Uttar Pradesh,UP,488,Hospitalized
563298,21-04-2021,Jaunpur,Uttar Pradesh,UP,760,Hospitalized
563299,21-04-2021,Ayodhya,Uttar Pradesh,UP,237,Hospitalized
563300,21-04-2021,Mathura,Uttar Pradesh,UP,365,Hospitalized
563301,21-04-2021,Rae Bareli,Uttar Pradesh,UP,407,Hospitalized
563302,21-04-2021,Ghazipur,Uttar Pradesh,UP,468,Hospitalized
563303,21-04-2021,Deoria,Uttar Pradesh,UP,333,Hospitalized
563304,21-04-2021,Azamgarh,Uttar Pradesh,UP,348,Hospitalized
563305,21-04-2021,Bulandshahr,Uttar Pradesh,UP,291,Hospitalized
563306,21-04-2021,Shahjahanpur,Uttar Pradesh,UP,229,Hospitalized
563307,21-04-2021,Sultanpur,Uttar Pradesh,UP,313,Hospitalized
563308,21-04-2021,Sonbhadra,Uttar Pradesh,UP,288,Hospitalized
563309,21-04-2021,Chandauli,Uttar Pradesh,UP,262,Hospitalized
563310,21-04-2021,Hardoi,Uttar Pradesh,UP,225,Hospitalized
563311,21-04-2021,Etawah,Uttar Pradesh,UP,370,Hospitalized
563312,21-04-2021,Unnao,Uttar Pradesh,UP,297,Hospitalized
563313,21-04-2021,Gonda,Uttar Pradesh,UP,149,Hospitalized
563314,21-04-2021,Sitapur,Uttar Pradesh,UP,245,Hospitalized
563315,21-04-2021,Kushinagar,Uttar Pradesh,UP,102,Hospitalized
563316,21-04-2021,Basti,Uttar Pradesh,UP,160,Hospitalized
563317,21-04-2021,Rampur,Uttar Pradesh,UP,92,Hospitalized
563318,21-04-2021,Mirzapur,Uttar Pradesh,UP,365,Hospitalized
563319,21-04-2021,Maharajganj,Uttar Pradesh,UP,47,Hospitalized
563320,21-04-2021,Lalitpur,Uttar Pradesh,UP,314,Hospitalized
563321,21-04-2021,Bijnor,Uttar Pradesh,UP,364,Hospitalized
563322,21-04-2021,Amroha,Uttar Pradesh,UP,123,Hospitalized
563323,21-04-2021,Bahraich,Uttar Pradesh,UP,243,Hospitalized
563324,21-04-2021,Banda,Uttar Pradesh,UP,162,Hospitalized
563325,21-04-2021,Budaun,Uttar Pradesh,UP,256,Hospitalized
563326,21-04-2021,Auraiya,Uttar Pradesh,UP,177,Hospitalized
563327,21-04-2021,Jalaun,Uttar Pradesh,UP,144,Hospitalized
563328,21-04-2021,Hapur,Uttar Pradesh,UP,125,Hospitalized
563329,21-04-2021,Siddharthnagar,Uttar Pradesh,UP,143,Hospitalized
563330,21-04-2021,Firozabad,Uttar Pradesh,UP,91,Hospitalized
563331,21-04-2021,Amethi,Uttar Pradesh,UP,256,Hospitalized
563332,21-04-2021,Shamli,Uttar Pradesh,UP,323,Hospitalized
563333,21-04-2021,Lucknow,Uttar Pradesh,UP,2269,Recovered
563334,21-04-2021,Prayagraj,Uttar Pradesh,UP,1769,Recovered
563335,21-04-2021,Kanpur Nagar,Uttar Pradesh,UP,863,Recovered
563336,21-04-2021,Varanasi,Uttar Pradesh,UP,2007,Recovered
563337,21-04-2021,Ghaziabad,Uttar Pradesh,UP,208,Recovered
563338,21-04-2021,Gautam Buddha Nagar,Uttar Pradesh,UP,288,Recovered
563339,21-04-2021,Meerut,Uttar Pradesh,UP,236,Recovered
563340,21-04-2021,Gorakhpur,Uttar Pradesh,UP,470,Recovered
563341,21-04-2021,Bareilly,Uttar Pradesh,UP,247,Recovered
563342,21-04-2021,Jhansi,Uttar Pradesh,UP,345,Recovered
563343,21-04-2021,Moradabad,Uttar Pradesh,UP,243,Recovered
563344,21-04-2021,Agra,Uttar Pradesh,UP,170,Recovered
563345,21-04-2021,Muzaffarnagar,Uttar Pradesh,UP,155,Recovered
563346,21-04-2021,Saharanpur,Uttar Pradesh,UP,109,Recovered
563347,21-04-2021,Aligarh,Uttar Pradesh,UP,11,Recovered
563348,21-04-2021,Ballia,Uttar Pradesh,UP,166,Recovered
563349,21-04-2021,Barabanki,Uttar Pradesh,UP,141,Recovered
563350,21-04-2021,Lakhimpur Kheri,Uttar Pradesh,UP,185,Recovered
563351,21-04-2021,Jaunpur,Uttar Pradesh,UP,161,Recovered
563352,21-04-2021,Ayodhya,Uttar Pradesh,UP,80,Recovered
563353,21-04-2021,Mathura,Uttar Pradesh,UP,121,Recovered
563354,21-04-2021,Rae Bareli,Uttar Pradesh,UP,172,Recovered
563355,21-04-2021,Ghazipur,Uttar Pradesh,UP,267,Recovered
563356,21-04-2021,Deoria,Uttar Pradesh,UP,88,Recovered
563357,21-04-2021,Azamgarh,Uttar Pradesh,UP,88,Recovered
563358,21-04-2021,Bulandshahr,Uttar Pradesh,UP,114,Recovered
563359,21-04-2021,Shahjahanpur,Uttar Pradesh,UP,52,Recovered
563360,21-04-2021,Sultanpur,Uttar Pradesh,UP,118,Recovered
563361,21-04-2021,Sonbhadra,Uttar Pradesh,UP,152,Recovered
563362,21-04-2021,Chandauli,Uttar Pradesh,UP,244,Recovered
563363,21-04-2021,Hardoi,Uttar Pradesh,UP,68,Recovered
563364,21-04-2021,Etawah,Uttar Pradesh,UP,96,Recovered
563365,21-04-2021,Unnao,Uttar Pradesh,UP,31,Recovered
563366,21-04-2021,Gonda,Uttar Pradesh,UP,100,Recovered
563367,21-04-2021,Sitapur,Uttar Pradesh,UP,99,Recovered
563368,21-04-2021,Kushinagar,Uttar Pradesh,UP,28,Recovered
563369,21-04-2021,Basti,Uttar Pradesh,UP,39,Recovered
563370,21-04-2021,Rampur,Uttar Pradesh,UP,107,Recovered
563371,21-04-2021,Mirzapur,Uttar Pradesh,UP,270,Recovered
563372,21-04-2021,Maharajganj,Uttar Pradesh,UP,33,Recovered
563373,21-04-2021,Lalitpur,Uttar Pradesh,UP,187,Recovered
563374,21-04-2021,Bijnor,Uttar Pradesh,UP,73,Recovered
563375,21-04-2021,Amroha,Uttar Pradesh,UP,60,Recovered
563376,21-04-2021,Bahraich,Uttar Pradesh,UP,103,Recovered
563377,21-04-2021,Banda,Uttar Pradesh,UP,191,Recovered
563378,21-04-2021,Budaun,Uttar Pradesh,UP,74,Recovered
563379,21-04-2021,Auraiya,Uttar Pradesh,UP,25,Recovered
563380,21-04-2021,Jalaun,Uttar Pradesh,UP,87,Recovered
563381,21-04-2021,Hapur,Uttar Pradesh,UP,27,Recovered
563382,21-04-2021,Siddharthnagar,Uttar Pradesh,UP,16,Recovered
563383,21-04-2021,Firozabad,Uttar Pradesh,UP,100,Recovered
563384,21-04-2021,Amethi,Uttar Pradesh,UP,32,Recovered
563385,21-04-2021,Shamli,Uttar Pradesh,UP,49,Recovered
563386,21-04-2021,Lucknow,Uttar Pradesh,UP,21,Deceased
563387,21-04-2021,Prayagraj,Uttar Pradesh,UP,6,Deceased
563388,21-04-2021,Kanpur Nagar,Uttar Pradesh,UP,15,Deceased
563389,21-04-2021,Varanasi,Uttar Pradesh,UP,12,Deceased
563390,21-04-2021,Ghaziabad,Uttar Pradesh,UP,8,Deceased
563391,21-04-2021,Gautam Buddha Nagar,Uttar Pradesh,UP,4,Deceased
563392,21-04-2021,Meerut,Uttar Pradesh,UP,4,Deceased
563393,21-04-2021,Gorakhpur,Uttar Pradesh,UP,10,Deceased
563394,21-04-2021,Bareilly,Uttar Pradesh,UP,2,Deceased
563395,21-04-2021,Jhansi,Uttar Pradesh,UP,3,Deceased
563396,21-04-2021,Moradabad,Uttar Pradesh,UP,2,Deceased
563397,21-04-2021,Agra,Uttar Pradesh,UP,2,Deceased
563398,21-04-2021,Muzaffarnagar,Uttar Pradesh,UP,6,Deceased
563399,21-04-2021,Saharanpur,Uttar Pradesh,UP,4,Deceased
563400,21-04-2021,Ballia,Uttar Pradesh,UP,3,Deceased
563401,21-04-2021,Barabanki,Uttar Pradesh,UP,3,Deceased
563402,21-04-2021,Lakhimpur Kheri,Uttar Pradesh,UP,1,Deceased
563403,21-04-2021,Jaunpur,Uttar Pradesh,UP,4,Deceased
563404,21-04-2021,Mathura,Uttar Pradesh,UP,3,Deceased
563405,21-04-2021,Rae Bareli,Uttar Pradesh,UP,5,Deceased
563406,21-04-2021,Ghazipur,Uttar Pradesh,UP,3,Deceased
563407,21-04-2021,Deoria,Uttar Pradesh,UP,2,Deceased
563408,21-04-2021,Shahjahanpur,Uttar Pradesh,UP,2,Deceased
563409,21-04-2021,Sultanpur,Uttar Pradesh,UP,1,Deceased
563410,21-04-2021,Sonbhadra,Uttar Pradesh,UP,6,Deceased
563411,21-04-2021,Hardoi,Uttar Pradesh,UP,1,Deceased
563412,21-04-2021,Etawah,Uttar Pradesh,UP,3,Deceased
563413,21-04-2021,Unnao,Uttar Pradesh,UP,9,Deceased
563414,21-04-2021,Basti,Uttar Pradesh,UP,1,Deceased
563415,21-04-2021,Rampur,Uttar Pradesh,UP,3,Deceased
563416,21-04-2021,Lalitpur,Uttar Pradesh,UP,3,Deceased
563417,21-04-2021,Amroha,Uttar Pradesh,UP,3,Deceased
563418,21-04-2021,Banda,Uttar Pradesh,UP,4,Deceased
563419,21-04-2021,Budaun,Uttar Pradesh,UP,2,Deceased
563420,21-04-2021,Auraiya,Uttar Pradesh,UP,4,Deceased
563421,21-04-2021,Jalaun,Uttar Pradesh,UP,3,Deceased
563422,21-04-2021,Amethi,Uttar Pradesh,UP,3,Deceased
563423,21-04-2021,Kannauj,Uttar Pradesh,UP,251,Hospitalized
563424,21-04-2021,Fatehpur,Uttar Pradesh,UP,110,Hospitalized
563425,21-04-2021,Mainpuri,Uttar Pradesh,UP,232,Hospitalized
563426,21-04-2021,Pilibhit,Uttar Pradesh,UP,261,Hospitalized
563427,21-04-2021,Mau,Uttar Pradesh,UP,158,Hospitalized
563428,21-04-2021,Sant Kabir Nagar,Uttar Pradesh,UP,171,Hospitalized
563429,21-04-2021,Sambhal,Uttar Pradesh,UP,213,Hospitalized
563430,21-04-2021,Bhadohi,Uttar Pradesh,UP,174,Hospitalized
563431,21-04-2021,Etah,Uttar Pradesh,UP,182,Hospitalized
563432,21-04-2021,Chitrakoot,Uttar Pradesh,UP,167,Hospitalized
563433,21-04-2021,Balrampur,Uttar Pradesh,UP,162,Hospitalized
563434,21-04-2021,Kanpur Dehat,Uttar Pradesh,UP,182,Hospitalized
563435,21-04-2021,Kaushambi,Uttar Pradesh,UP,151,Hospitalized
563436,21-04-2021,Baghpat,Uttar Pradesh,UP,37,Hospitalized
563437,21-04-2021,Ambedkar Nagar,Uttar Pradesh,UP,92,Hospitalized
563438,21-04-2021,Hamirpur,Uttar Pradesh,UP,171,Hospitalized
563439,21-04-2021,Kasganj,Uttar Pradesh,UP,41,Hospitalized
563440,21-04-2021,Mahoba,Uttar Pradesh,UP,97,Hospitalized
563441,21-04-2021,Shrawasti,Uttar Pradesh,UP,50,Hospitalized
563442,21-04-2021,Hathras,Uttar Pradesh,UP,40,Hospitalized
563443,21-04-2021,Kannauj,Uttar Pradesh,UP,26,Recovered
563444,21-04-2021,Fatehpur,Uttar Pradesh,UP,13,Recovered
563445,21-04-2021,Mainpuri,Uttar Pradesh,UP,23,Recovered
