Entry_ID,Date Announced,Detected District,Detected State,State code,Num Cases,Current Status
613029,18-05-2021,Osmanabad,Maharashtra,MH,1,Migrated_Other
613030,18-05-2021,Bhandara,Maharashtra,MH,1,Migrated_Other
613031,18-05-2021,Chandrapur,Maharashtra,MH,52,Deceased
613032,18-05-2021,Chandrapur,Maharashtra,MH,360,Hospitalized
613033,18-05-2021,Chandrapur,Maharashtra,MH,1004,Recovered
613034,18-05-2021,Kishanganj,Bihar,BR,195,Hospitalized
613035,18-05-2021,Lakhisarai,Bihar,BR,87,Hospitalized
613036,18-05-2021,Madhepura,Bihar,BR,145,Hospitalized
613037,18-05-2021,Madhubani,Bihar,BR,191,Hospitalized
613038,18-05-2021,Munger,Bihar,BR,135,Hospitalized
613039,18-05-2021,Muzaffarpur,Bihar,BR,212,Hospitalized
613040,18-05-2021,Nalanda,Bihar,BR,232,Hospitalized
613041,18-05-2021,Nawada,Bihar,BR,68,Hospitalized
613042,18-05-2021,West Champaran,Bihar,BR,210,Hospitalized
613043,18-05-2021,Patna,Bihar,BR,952,Hospitalized
613044,18-05-2021,East Champaran,Bihar,BR,268,Hospitalized
613045,18-05-2021,Purnia,Bihar,BR,363,Hospitalized
613046,18-05-2021,Rohtas,Bihar,BR,50,Hospitalized
613047,18-05-2021,Saharsa,Bihar,BR,108,Hospitalized
613048,18-05-2021,Samastipur,Bihar,BR,217,Hospitalized
613049,18-05-2021,Saran,Bihar,BR,150,Hospitalized
613050,18-05-2021,Sheikhpura,Bihar,BR,38,Hospitalized
613051,18-05-2021,Sitamarhi,Bihar,BR,95,Hospitalized
613052,18-05-2021,Siwan,Bihar,BR,153,Hospitalized
613053,18-05-2021,Supaul,Bihar,BR,265,Hospitalized
613054,18-05-2021,Vaishali,Bihar,BR,181,Hospitalized
613055,18-05-2021,Kishanganj,Bihar,BR,123,Recovered
613056,18-05-2021,Lakhisarai,Bihar,BR,145,Recovered
613057,18-05-2021,Madhepura,Bihar,BR,233,Recovered
613058,18-05-2021,Madhubani,Bihar,BR,178,Recovered
613059,18-05-2021,Munger,Bihar,BR,429,Recovered
613060,18-05-2021,Muzaffarpur,Bihar,BR,281,Recovered
613061,18-05-2021,Nalanda,Bihar,BR,198,Recovered
613062,18-05-2021,Nawada,Bihar,BR,130,Recovered
613063,18-05-2021,West Champaran,Bihar,BR,204,Recovered
613064,18-05-2021,Patna,Bihar,BR,2073,Recovered
613065,18-05-2021,East Champaran,Bihar,BR,407,Recovered
613066,18-05-2021,Purnia,Bihar,BR,543,Recovered
613067,18-05-2021,Rohtas,Bihar,BR,153,Recovered
613068,18-05-2021,Saharsa,Bihar,BR,169,Recovered
613069,18-05-2021,Samastipur,Bihar,BR,491,Recovered
613070,18-05-2021,Saran,Bihar,BR,307,Recovered
613071,18-05-2021,Sheikhpura,Bihar,BR,147,Recovered
613072,18-05-2021,Sitamarhi,Bihar,BR,84,Recovered
613073,18-05-2021,Siwan,Bihar,BR,378,Recovered
613074,18-05-2021,Supaul,Bihar,BR,376,Recovered
613075,18-05-2021,Vaishali,Bihar,BR,396,Recovered
613076,18-05-2021,Kishanganj,Bihar,BR,1,Deceased
613077,18-05-2021,Lakhisarai,Bihar,BR,1,Deceased
613078,18-05-2021,Madhepura,Bihar,BR,2,Deceased
613079,18-05-2021,Madhubani,Bihar,BR,1,Deceased
613080,18-05-2021,Muzaffarpur,Bihar,BR,9,Deceased
613081,18-05-2021,Nalanda,Bihar,BR,7,Deceased
613082,18-05-2021,Nawada,Bihar,BR,2,Deceased
613083,18-05-2021,West Champaran,Bihar,BR,10,Deceased
613084,18-05-2021,Patna,Bihar,BR,14,Deceased
613085,18-05-2021,East Champaran,Bihar,BR,5,Deceased
613086,18-05-2021,Purnia,Bihar,BR,3,Deceased
613087,18-05-2021,Rohtas,Bihar,BR,6,Deceased
613088,18-05-2021,Samastipur,Bihar,BR,2,Deceased
613089,18-05-2021,Saran,Bihar,BR,3,Deceased
613090,18-05-2021,Sheikhpura,Bihar,BR,1,Deceased
613091,18-05-2021,Sitamarhi,Bihar,BR,1,Deceased
613092,18-05-2021,Siwan,Bihar,BR,4,Deceased
613093,18-05-2021,Supaul,Bihar,BR,1,Deceased
613094,18-05-2021,Vaishali,Bihar,BR,6,Deceased
613095,18-05-2021,Araria,Bihar,BR,218,Hospitalized
613096,18-05-2021,Arwal,Bihar,BR,87,Hospitalized
613097,18-05-2021,Aurangabad,Bihar,BR,129,Hospitalized
613098,18-05-2021,Banka,Bihar,BR,28,Hospitalized
613099,18-05-2021,Begusarai,Bihar,BR,273,Hospitalized
613100,18-05-2021,Bhagalpur,Bihar,BR,111,Hospitalized
613101,18-05-2021,Bhojpur,Bihar,BR,31,Hospitalized
613102,18-05-2021,Buxar,Bihar,BR,31,Hospitalized
613103,18-05-2021,Darbhanga,Bihar,BR,108,Hospitalized
613104,18-05-2021,Gaya,Bihar,BR,163,Hospitalized
613105,18-05-2021,Gopalganj,Bihar,BR,426,Hospitalized
613106,18-05-2021,Jamui,Bihar,BR,60,Hospitalized
613107,18-05-2021,Jehanabad,Bihar,BR,27,Hospitalized
613108,18-05-2021,Kaimur,Bihar,BR,51,Hospitalized
613109,18-05-2021,Katihar,Bihar,BR,138,Hospitalized
613110,18-05-2021,Khagaria,Bihar,BR,59,Hospitalized
613111,18-05-2021,Araria,Bihar,BR,257,Recovered
613112,18-05-2021,Arwal,Bihar,BR,221,Recovered
613113,18-05-2021,Aurangabad,Bihar,BR,258,Recovered
613114,18-05-2021,Banka,Bihar,BR,87,Recovered
613115,18-05-2021,Begusarai,Bihar,BR,527,Recovered
613116,18-05-2021,Bhagalpur,Bihar,BR,241,Recovered
613117,18-05-2021,Bhojpur,Bihar,BR,80,Recovered
613118,18-05-2021,Buxar,Bihar,BR,90,Recovered
613119,18-05-2021,Darbhanga,Bihar,BR,41,Recovered
613120,18-05-2021,Gaya,Bihar,BR,673,Recovered
613121,18-05-2021,Gopalganj,Bihar,BR,387,Recovered
613122,18-05-2021,Jamui,Bihar,BR,177,Recovered
613123,18-05-2021,Jehanabad,Bihar,BR,48,Recovered
613124,18-05-2021,Kaimur,Bihar,BR,90,Recovered
613125,18-05-2021,Katihar,Bihar,BR,393,Recovered
613126,18-05-2021,Khagaria,Bihar,BR,129,Recovered
613127,18-05-2021,Araria,Bihar,BR,1,Deceased
613128,18-05-2021,Arwal,Bihar,BR,2,Deceased
613129,18-05-2021,Banka,Bihar,BR,1,Deceased
613130,18-05-2021,Begusarai,Bihar,BR,6,Deceased
613131,18-05-2021,Bhagalpur,Bihar,BR,3,Deceased
613132,18-05-2021,Bhojpur,Bihar,BR,2,Deceased
613133,18-05-2021,Buxar,Bihar,BR,7,Deceased
613134,18-05-2021,Darbhanga,Bihar,BR,2,Deceased
613135,18-05-2021,Gaya,Bihar,BR,3,Deceased
613136,18-05-2021,Jehanabad,Bihar,BR,2,Deceased
613137,18-05-2021,Katihar,Bihar,BR,2,Deceased
613138,18-05-2021,Sheohar,Bihar,BR,1,Deceased
613139,18-05-2021,Sheohar,Bihar,BR,30,Recovered
613140,18-05-2021,Sheohar,Bihar,BR,31,Hospitalized
613141,18-05-2021,Dimapur,Nagaland,NL,195,Hospitalized
613142,18-05-2021,Kohima,Nagaland,NL,108,Hospitalized
613143,18-05-2021,Zunheboto,Nagaland,NL,13,Hospitalized
613144,18-05-2021,Phek,Nagaland,NL,12,Hospitalized
613145,18-05-2021,Longleng,Nagaland,NL,11,Hospitalized
613146,18-05-2021,Mokokchung,Nagaland,NL,10,Hospitalized
613147,18-05-2021,Peren,Nagaland,NL,8,Hospitalized
613148,18-05-2021,Mon,Nagaland,NL,4,Hospitalized
613149,18-05-2021,Kiphire,Nagaland,NL,2,Hospitalized
613150,18-05-2021,Tuensang,Nagaland,NL,1,Hospitalized
613151,18-05-2021,Wokha,Nagaland,NL,1,Hospitalized
613152,18-05-2021,Dimapur,Nagaland,NL,99,Recovered
613153,18-05-2021,Kohima,Nagaland,NL,78,Recovered
613154,18-05-2021,Mon,Nagaland,NL,7,Recovered
613155,18-05-2021,Peren,Nagaland,NL,4,Recovered
613156,18-05-2021,Longleng,Nagaland,NL,3,Recovered
613157,18-05-2021,Kiphire,Nagaland,NL,1,Recovered
613158,18-05-2021,Gurugram,Haryana,HR,1247,Hospitalized
613159,18-05-2021,Faridabad,Haryana,HR,429,Hospitalized
613160,18-05-2021,Sonipat,Haryana,HR,408,Hospitalized
613161,18-05-2021,Hisar,Haryana,HR,630,Hospitalized
613162,18-05-2021,Ambala,Haryana,HR,178,Hospitalized
613163,18-05-2021,Karnal,Haryana,HR,377,Hospitalized
613164,18-05-2021,Panipat,Haryana,HR,154,Hospitalized
613165,18-05-2021,Rohtak,Haryana,HR,325,Hospitalized
613166,18-05-2021,Rewari,Haryana,HR,280,Hospitalized
613167,18-05-2021,Panchkula,Haryana,HR,270,Hospitalized
613168,18-05-2021,Kurukshetra,Haryana,HR,164,Hospitalized
613169,18-05-2021,Yamunanagar,Haryana,HR,317,Hospitalized
613170,18-05-2021,Sirsa,Haryana,HR,691,Hospitalized
613171,18-05-2021,Mahendragarh,Haryana,HR,298,Hospitalized
613172,18-05-2021,Bhiwani,Haryana,HR,530,Hospitalized
613173,18-05-2021,Jhajjar,Haryana,HR,452,Hospitalized
613174,18-05-2021,Palwal,Haryana,HR,262,Hospitalized
613175,18-05-2021,Fatehabad,Haryana,HR,174,Hospitalized
613176,18-05-2021,Kaithal,Haryana,HR,74,Hospitalized
613177,18-05-2021,Jind,Haryana,HR,332,Hospitalized
613178,18-05-2021,Nuh,Haryana,HR,55,Hospitalized
613179,18-05-2021,Charkhi Dadri,Haryana,HR,127,Hospitalized
613180,18-05-2021,Gurugram,Haryana,HR,3210,Recovered
613181,18-05-2021,Faridabad,Haryana,HR,2027,Recovered
613182,18-05-2021,Sonipat,Haryana,HR,724,Recovered
613183,18-05-2021,Hisar,Haryana,HR,1306,Recovered
613184,18-05-2021,Ambala,Haryana,HR,297,Recovered
613185,18-05-2021,Karnal,Haryana,HR,690,Recovered
613186,18-05-2021,Panipat,Haryana,HR,635,Recovered
613187,18-05-2021,Rohtak,Haryana,HR,647,Recovered
613188,18-05-2021,Rewari,Haryana,HR,342,Recovered
613189,18-05-2021,Panchkula,Haryana,HR,163,Recovered
613190,18-05-2021,Kurukshetra,Haryana,HR,266,Recovered
613191,18-05-2021,Yamunanagar,Haryana,HR,347,Recovered
613192,18-05-2021,Sirsa,Haryana,HR,704,Recovered
613193,18-05-2021,Mahendragarh,Haryana,HR,786,Recovered
613194,18-05-2021,Bhiwani,Haryana,HR,797,Recovered
613195,18-05-2021,Jhajjar,Haryana,HR,333,Recovered
613196,18-05-2021,Palwal,Haryana,HR,216,Recovered
613197,18-05-2021,Fatehabad,Haryana,HR,518,Recovered
613198,18-05-2021,Kaithal,Haryana,HR,59,Recovered
613199,18-05-2021,Jind,Haryana,HR,461,Recovered
613200,18-05-2021,Nuh,Haryana,HR,256,Recovered
613201,18-05-2021,Charkhi Dadri,Haryana,HR,113,Recovered
613202,18-05-2021,Gurugram,Haryana,HR,14,Deceased
613203,18-05-2021,Faridabad,Haryana,HR,8,Deceased
613204,18-05-2021,Sonipat,Haryana,HR,4,Deceased
613205,18-05-2021,Hisar,Haryana,HR,10,Deceased
613206,18-05-2021,Ambala,Haryana,HR,8,Deceased
613207,18-05-2021,Karnal,Haryana,HR,10,Deceased
613208,18-05-2021,Panipat,Haryana,HR,5,Deceased
613209,18-05-2021,Rohtak,Haryana,HR,6,Deceased
613210,18-05-2021,Rewari,Haryana,HR,8,Deceased
613211,18-05-2021,Panchkula,Haryana,HR,2,Deceased
613212,18-05-2021,Kurukshetra,Haryana,HR,3,Deceased
613213,18-05-2021,Yamunanagar,Haryana,HR,5,Deceased
613214,18-05-2021,Sirsa,Haryana,HR,5,Deceased
613215,18-05-2021,Mahendragarh,Haryana,HR,1,Deceased
613216,18-05-2021,Bhiwani,Haryana,HR,7,Deceased
613217,18-05-2021,Jhajjar,Haryana,HR,5,Deceased
613218,18-05-2021,Palwal,Haryana,HR,1,Deceased
613219,18-05-2021,Fatehabad,Haryana,HR,4,Deceased
613220,18-05-2021,Kaithal,Haryana,HR,2,Deceased
613221,18-05-2021,Jind,Haryana,HR,9,Deceased
613222,18-05-2021,Nuh,Haryana,HR,1,Deceased
613223,18-05-2021,Charkhi Dadri,Haryana,HR,6,Deceased
613224,18-05-2021,Dimapur,Nagaland,NL,9,Deceased
613225,18-05-2021,Dimapur,Nagaland,NL,8,Migrated_Other
613226,18-05-2021,Kohima,Nagaland,NL,3,Deceased
613227,18-05-2021,Kohima,Nagaland,NL,1,Migrated_Other
613228,18-05-2021,Mokokchung,Nagaland,NL,1,Migrated_Other
613229,18-05-2021,Mon,Nagaland,NL,-3,Migrated_Other
613230,18-05-2021,Mokokchung,Nagaland,NL,7,Recovered
613231,18-05-2021,Mon,Nagaland,NL,-7,Recovered
613232,18-05-2021,,Andaman and Nicobar Islands,AN,36,Hospitalized
613233,18-05-2021,,Andaman and Nicobar Islands,AN,30,Recovered
613234,18-05-2021,,Andaman and Nicobar Islands,AN,3,Deceased
613235,18-05-2021,Ahmedabad,Gujarat,GJ,2699,Recovered
613236,18-05-2021,Anand,Gujarat,GJ,233,Recovered
613237,18-05-2021,Aravalli,Gujarat,GJ,56,Recovered
613238,18-05-2021,Banaskantha,Gujarat,GJ,148,Recovered
613239,18-05-2021,Bharuch,Gujarat,GJ,92,Recovered
613240,18-05-2021,Bhavnagar,Gujarat,GJ,300,Recovered
613241,18-05-2021,Botad,Gujarat,GJ,16,Recovered
613242,18-05-2021,Chhota Udaipur,Gujarat,GJ,139,Recovered
613243,18-05-2021,Dahod,Gujarat,GJ,238,Recovered
613244,18-05-2021,Dang,Gujarat,GJ,23,Recovered
613245,18-05-2021,Gandhinagar,Gujarat,GJ,275,Recovered
613246,18-05-2021,Jamnagar,Gujarat,GJ,442,Recovered
613247,18-05-2021,Junagadh,Gujarat,GJ,331,Recovered
613248,18-05-2021,Kheda,Gujarat,GJ,236,Recovered
613249,18-05-2021,Kutch,Gujarat,GJ,134,Recovered
613250,18-05-2021,Mahisagar,Gujarat,GJ,210,Recovered
613251,18-05-2021,Mehsana,Gujarat,GJ,485,Recovered
613252,18-05-2021,Morbi,Gujarat,GJ,76,Recovered
613253,18-05-2021,Narmada,Gujarat,GJ,171,Recovered
613254,18-05-2021,Navsari,Gujarat,GJ,128,Recovered
613255,18-05-2021,Panchmahal,Gujarat,GJ,315,Recovered
613256,18-05-2021,Patan,Gujarat,GJ,136,Recovered
613257,18-05-2021,Porbandar,Gujarat,GJ,40,Recovered
613258,18-05-2021,Rajkot,Gujarat,GJ,609,Recovered
613259,18-05-2021,Sabarkantha,Gujarat,GJ,175,Recovered
613260,18-05-2021,Surat,Gujarat,GJ,612,Recovered
613261,18-05-2021,Surendranagar,Gujarat,GJ,45,Recovered
613262,18-05-2021,Tapi,Gujarat,GJ,75,Recovered
613263,18-05-2021,Vadodara,Gujarat,GJ,1019,Recovered
613264,18-05-2021,Valsad,Gujarat,GJ,99,Recovered
613265,18-05-2021,Ahmedabad,Gujarat,GJ,12,Deceased
613266,18-05-2021,Amreli,Gujarat,GJ,1,Deceased
613267,18-05-2021,Anand,Gujarat,GJ,1,Deceased
613268,18-05-2021,Banaskantha,Gujarat,GJ,2,Deceased
613269,18-05-2021,Bhavnagar,Gujarat,GJ,3,Deceased
613270,18-05-2021,Devbhumi Dwarka,Gujarat,GJ,3,Deceased
613271,18-05-2021,Gandhinagar,Gujarat,GJ,2,Deceased
613272,18-05-2021,Gir Somnath,Gujarat,GJ,2,Deceased
613273,18-05-2021,Jamnagar,Gujarat,GJ,7,Deceased
613274,18-05-2021,Junagadh,Gujarat,GJ,3,Deceased
613275,18-05-2021,Mehsana,Gujarat,GJ,2,Deceased
613276,18-05-2021,Narmada,Gujarat,GJ,1,Deceased
613277,18-05-2021,Panchmahal,Gujarat,GJ,1,Deceased
613278,18-05-2021,Patan,Gujarat,GJ,2,Deceased
613279,18-05-2021,Porbandar,Gujarat,GJ,1,Deceased
613280,18-05-2021,Rajkot,Gujarat,GJ,7,Deceased
613281,18-05-2021,Sabarkantha,Gujarat,GJ,1,Deceased
613282,18-05-2021,Surat,Gujarat,GJ,11,Deceased
613283,18-05-2021,Vadodara,Gujarat,GJ,4,Deceased
613284,18-05-2021,Valsad,Gujarat,GJ,1,Deceased
613285,18-05-2021,Ahmedabad,Gujarat,GJ,1895,Hospitalized
613286,18-05-2021,Amreli,Gujarat,GJ,186,Hospitalized
613287,18-05-2021,Anand,Gujarat,GJ,214,Hospitalized
613288,18-05-2021,Aravalli,Gujarat,GJ,93,Hospitalized
613289,18-05-2021,Banaskantha,Gujarat,GJ,73,Hospitalized
613290,18-05-2021,Bharuch,Gujarat,GJ,141,Hospitalized
613291,18-05-2021,Bhavnagar,Gujarat,GJ,152,Hospitalized
613292,18-05-2021,Botad,Gujarat,GJ,6,Hospitalized
613293,18-05-2021,Chhota Udaipur,Gujarat,GJ,33,Hospitalized
613294,18-05-2021,Dahod,Gujarat,GJ,80,Hospitalized
613295,18-05-2021,Dang,Gujarat,GJ,10,Hospitalized
613296,18-05-2021,Devbhumi Dwarka,Gujarat,GJ,24,Hospitalized
613297,18-05-2021,Gandhinagar,Gujarat,GJ,143,Hospitalized
613298,18-05-2021,Gir Somnath,Gujarat,GJ,82,Hospitalized
613299,18-05-2021,Jamnagar,Gujarat,GJ,244,Hospitalized
613300,18-05-2021,Junagadh,Gujarat,GJ,341,Hospitalized
613301,18-05-2021,Kheda,Gujarat,GJ,142,Hospitalized
613302,18-05-2021,Kutch,Gujarat,GJ,97,Hospitalized
613303,18-05-2021,Mahisagar,Gujarat,GJ,80,Hospitalized
613304,18-05-2021,Mehsana,Gujarat,GJ,184,Hospitalized
613305,18-05-2021,Morbi,Gujarat,GJ,23,Hospitalized
613306,18-05-2021,Narmada,Gujarat,GJ,52,Hospitalized
613307,18-05-2021,Navsari,Gujarat,GJ,69,Hospitalized
613308,18-05-2021,Panchmahal,Gujarat,GJ,168,Hospitalized
613309,18-05-2021,Patan,Gujarat,GJ,96,Hospitalized
613310,18-05-2021,Porbandar,Gujarat,GJ,108,Hospitalized
613311,18-05-2021,Rajkot,Gujarat,GJ,290,Hospitalized
613312,18-05-2021,Sabarkantha,Gujarat,GJ,182,Hospitalized
613313,18-05-2021,Surat,Gujarat,GJ,466,Hospitalized
613314,18-05-2021,Surendranagar,Gujarat,GJ,36,Hospitalized
613315,18-05-2021,Tapi,Gujarat,GJ,19,Hospitalized
613316,18-05-2021,Vadodara,Gujarat,GJ,639,Hospitalized
613317,18-05-2021,Valsad,Gujarat,GJ,79,Hospitalized
613318,18-05-2021,Balod,Chhattisgarh,CT,118,Hospitalized
613319,18-05-2021,Raipur,Chhattisgarh,CT,382,Hospitalized
613320,18-05-2021,Dhamtari,Chhattisgarh,CT,176,Hospitalized
613321,18-05-2021,Durg,Chhattisgarh,CT,190,Hospitalized
613322,18-05-2021,Rajnandgaon,Chhattisgarh,CT,132,Hospitalized
613323,18-05-2021,Bametara,Chhattisgarh,CT,92,Hospitalized
613324,18-05-2021,Kabeerdham,Chhattisgarh,CT,90,Hospitalized
613325,18-05-2021,Baloda Bazar,Chhattisgarh,CT,304,Hospitalized
613326,18-05-2021,Mahasamund,Chhattisgarh,CT,202,Hospitalized
613327,18-05-2021,Gariaband,Chhattisgarh,CT,127,Hospitalized
613328,18-05-2021,Bilaspur,Chhattisgarh,CT,220,Hospitalized
613329,18-05-2021,Raigarh,Chhattisgarh,CT,417,Hospitalized
613330,18-05-2021,Korba,Chhattisgarh,CT,358,Hospitalized
613331,18-05-2021,Janjgir Champa,Chhattisgarh,CT,450,Hospitalized
613332,18-05-2021,Mungeli,Chhattisgarh,CT,230,Hospitalized
613333,18-05-2021,Gaurela Pendra Marwahi,Chhattisgarh,CT,173,Hospitalized
613334,18-05-2021,Surguja,Chhattisgarh,CT,364,Hospitalized
613335,18-05-2021,Koriya,Chhattisgarh,CT,573,Hospitalized
613336,18-05-2021,Surajpur,Chhattisgarh,CT,488,Hospitalized
613337,18-05-2021,Balrampur,Chhattisgarh,CT,366,Hospitalized
613338,18-05-2021,Jashpur,Chhattisgarh,CT,320,Hospitalized
613339,18-05-2021,Bastar,Chhattisgarh,CT,200,Hospitalized
613340,18-05-2021,Kondagaon,Chhattisgarh,CT,124,Hospitalized
613341,18-05-2021,Dakshin Bastar Dantewada,Chhattisgarh,CT,61,Hospitalized
613342,18-05-2021,Sukma,Chhattisgarh,CT,74,Hospitalized
613343,18-05-2021,Uttar Bastar Kanker,Chhattisgarh,CT,164,Hospitalized
613344,18-05-2021,Narayanpur,Chhattisgarh,CT,36,Hospitalized
613345,18-05-2021,Bijapur,Chhattisgarh,CT,42,Hospitalized
613346,18-05-2021,Other State,Chhattisgarh,CT,4,Hospitalized
613347,18-05-2021,Balod,Chhattisgarh,CT,349,Recovered
613348,18-05-2021,Raipur,Chhattisgarh,CT,854,Recovered
613349,18-05-2021,Dhamtari,Chhattisgarh,CT,318,Recovered
613350,18-05-2021,Durg,Chhattisgarh,CT,418,Recovered
613351,18-05-2021,Rajnandgaon,Chhattisgarh,CT,541,Recovered
613352,18-05-2021,Bametara,Chhattisgarh,CT,221,Recovered
613353,18-05-2021,Kabeerdham,Chhattisgarh,CT,482,Recovered
613354,18-05-2021,Baloda Bazar,Chhattisgarh,CT,495,Recovered
613355,18-05-2021,Mahasamund,Chhattisgarh,CT,366,Recovered
613356,18-05-2021,Gariaband,Chhattisgarh,CT,245,Recovered
613357,18-05-2021,Bilaspur,Chhattisgarh,CT,663,Recovered
613358,18-05-2021,Raigarh,Chhattisgarh,CT,929,Recovered
613359,18-05-2021,Korba,Chhattisgarh,CT,970,Recovered
613360,18-05-2021,Janjgir Champa,Chhattisgarh,CT,1245,Recovered
613361,18-05-2021,Mungeli,Chhattisgarh,CT,946,Recovered
613362,18-05-2021,Gaurela Pendra Marwahi,Chhattisgarh,CT,146,Recovered
613363,18-05-2021,Surguja,Chhattisgarh,CT,394,Recovered
613364,18-05-2021,Koriya,Chhattisgarh,CT,114,Recovered
613365,18-05-2021,Surajpur,Chhattisgarh,CT,362,Recovered
613366,18-05-2021,Balrampur,Chhattisgarh,CT,255,Recovered
613367,18-05-2021,Jashpur,Chhattisgarh,CT,436,Recovered
613368,18-05-2021,Bastar,Chhattisgarh,CT,212,Recovered
613369,18-05-2021,Kondagaon,Chhattisgarh,CT,342,Recovered
613370,18-05-2021,Dakshin Bastar Dantewada,Chhattisgarh,CT,54,Recovered
613371,18-05-2021,Sukma,Chhattisgarh,CT,56,Recovered
613372,18-05-2021,Uttar Bastar Kanker,Chhattisgarh,CT,480,Recovered
613373,18-05-2021,Narayanpur,Chhattisgarh,CT,133,Recovered
613374,18-05-2021,Bijapur,Chhattisgarh,CT,67,Recovered
613375,18-05-2021,Other State,Chhattisgarh,CT,5,Recovered
613376,18-05-2021,Balod,Chhattisgarh,CT,6,Deceased
613377,18-05-2021,Raipur,Chhattisgarh,CT,15,Deceased
613378,18-05-2021,Dhamtari,Chhattisgarh,CT,2,Deceased
613379,18-05-2021,Durg,Chhattisgarh,CT,10,Deceased
613380,18-05-2021,Rajnandgaon,Chhattisgarh,CT,4,Deceased
613381,18-05-2021,Bametara,Chhattisgarh,CT,4,Deceased
613382,18-05-2021,Kabeerdham,Chhattisgarh,CT,5,Deceased
613383,18-05-2021,Baloda Bazar,Chhattisgarh,CT,7,Deceased
613384,18-05-2021,Mahasamund,Chhattisgarh,CT,6,Deceased
613385,18-05-2021,Gariaband,Chhattisgarh,CT,2,Deceased
613386,18-05-2021,Bilaspur,Chhattisgarh,CT,15,Deceased
613387,18-05-2021,Raigarh,Chhattisgarh,CT,7,Deceased
613388,18-05-2021,Korba,Chhattisgarh,CT,6,Deceased
613389,18-05-2021,Janjgir Champa,Chhattisgarh,CT,14,Deceased
613390,18-05-2021,Mungeli,Chhattisgarh,CT,2,Deceased
613391,18-05-2021,Gaurela Pendra Marwahi,Chhattisgarh,CT,7,Deceased
613392,18-05-2021,Surguja,Chhattisgarh,CT,4,Deceased
613393,18-05-2021,Koriya,Chhattisgarh,CT,2,Deceased
613394,18-05-2021,Surajpur,Chhattisgarh,CT,9,Deceased
613395,18-05-2021,Balrampur,Chhattisgarh,CT,3,Deceased
613396,18-05-2021,Jashpur,Chhattisgarh,CT,3,Deceased
613397,18-05-2021,Bastar,Chhattisgarh,CT,13,Deceased
613398,18-05-2021,Uttar Bastar Kanker,Chhattisgarh,CT,3,Deceased
613399,18-05-2021,Other State,Chhattisgarh,CT,4,Deceased
613400,18-05-2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,DN,26,Hospitalized
613401,18-05-2021,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,DN,71,Recovered
613402,18-05-2021,Ludhiana,Punjab,PB,991,Hospitalized
613403,18-05-2021,S.A.S. Nagar,Punjab,PB,717,Hospitalized
613404,18-05-2021,Jalandhar,Punjab,PB,663,Hospitalized
613405,18-05-2021,Patiala,Punjab,PB,505,Hospitalized
613406,18-05-2021,Amritsar,Punjab,PB,301,Hospitalized
613407,18-05-2021,Bathinda,Punjab,PB,754,Hospitalized
613408,18-05-2021,Hoshiarpur,Punjab,PB,262,Hospitalized
613409,18-05-2021,Gurdaspur,Punjab,PB,150,Hospitalized
613410,18-05-2021,Pathankot,Punjab,PB,309,Hospitalized
613411,18-05-2021,Kapurthala,Punjab,PB,294,Hospitalized
613412,18-05-2021,Fazilka,Punjab,PB,398,Hospitalized
613413,18-05-2021,Sri Muktsar Sahib,Punjab,PB,461,Hospitalized
613414,18-05-2021,Sangrur,Punjab,PB,213,Hospitalized
613415,18-05-2021,Mansa,Punjab,PB,39,Hospitalized
613416,18-05-2021,Rupnagar,Punjab,PB,100,Hospitalized
613417,18-05-2021,Faridkot,Punjab,PB,207,Hospitalized
613418,18-05-2021,Ferozepur,Punjab,PB,230,Hospitalized
613419,18-05-2021,Shahid Bhagat Singh Nagar,Punjab,PB,80,Hospitalized
613420,18-05-2021,Moga,Punjab,PB,112,Hospitalized
613421,18-05-2021,Fatehgarh Sahib,Punjab,PB,159,Hospitalized
613422,18-05-2021,Tarn Taran,Punjab,PB,43,Hospitalized
613423,18-05-2021,Barnala,Punjab,PB,78,Hospitalized
613424,18-05-2021,Ludhiana,Punjab,PB,1436,Recovered
613425,18-05-2021,S.A.S. Nagar,Punjab,PB,992,Recovered
613426,18-05-2021,Jalandhar,Punjab,PB,667,Recovered
613427,18-05-2021,Patiala,Punjab,PB,695,Recovered
613428,18-05-2021,Amritsar,Punjab,PB,485,Recovered
613429,18-05-2021,Bathinda,Punjab,PB,829,Recovered
613430,18-05-2021,Hoshiarpur,Punjab,PB,209,Recovered
613431,18-05-2021,Gurdaspur,Punjab,PB,188,Recovered
613432,18-05-2021,Pathankot,Punjab,PB,284,Recovered
613433,18-05-2021,Kapurthala,Punjab,PB,182,Recovered
613434,18-05-2021,Fazilka,Punjab,PB,481,Recovered
613435,18-05-2021,Sri Muktsar Sahib,Punjab,PB,371,Recovered
613436,18-05-2021,Sangrur,Punjab,PB,175,Recovered
613437,18-05-2021,Mansa,Punjab,PB,197,Recovered
613438,18-05-2021,Rupnagar,Punjab,PB,273,Recovered
613439,18-05-2021,Faridkot,Punjab,PB,197,Recovered
613440,18-05-2021,Ferozepur,Punjab,PB,133,Recovered
613441,18-05-2021,Shahid Bhagat Singh Nagar,Punjab,PB,77,Recovered
613442,18-05-2021,Moga,Punjab,PB,36,Recovered
613443,18-05-2021,Fatehgarh Sahib,Punjab,PB,107,Recovered
